year,Date,lat,lon,block,exclusion,water,unique.plot,tag,canopy,species,abundance
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Ursinia.anthemoides,1
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Lawrencella.rosea,5
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Erodium.sp,2
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Rhodanthe.manglesii,3
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Waitzia.acuminata,80
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Hypochaeris.glabra,15
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Ceratogyne.obionoides,1
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Trachymene.cyanopetala,150
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Gonocarpus.nodulosus,9
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Rhodanthe.citrina,4
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Hydrocotyle.pilifera,11
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,sedge,4
2014,October ,-32.39603799,118.388888,bb9,o,w,bb9ow,496,0.32077,Rhodanthe.laevis,1
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Lawrencella.rosea,14
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Rhodanthe.manglesii,50
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Gonocarpus.nodulosus,150
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Hypochaeris.glabra,6
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Trachymene.ornata,5
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Waitzia.acuminata,15
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Ursinia.anthemoides,2
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Ceratogyne.obionoides,10
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Oxalis.sp,1
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Hydrocotyle.pilifera,1
2014,October ,-32.39612399,118.38838,bb10,c,d,bb10cd,259,0.12068,Lobelia.sp,8
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Trachymene.cyanopetala,5
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Trachymene.ornata,3
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Gonocarpus.nodulosus,200
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Waitzia.acuminata,29
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Lawrencella.rosea,5
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Rhodanthe.manglesii,8
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Rhodanthe.laevis,2
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Hypochaeris.glabra,3
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Arctotheca.calendula,1
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Ceratogyne.obionoides,22
2014,October ,-32.39612399,118.38838,bb10,c,w,bb10cw,489,0.22459,Hydrocotyle.pilifera,1
2014,October ,-32.39612399,118.38838,bb10,k,d,bb10kd,319,NA,Waitzia.acuminata,15
2014,October ,-32.39612399,118.38838,bb10,k,d,bb10kd,319,NA,Rhodanthe.manglesii,15
2014,October ,-32.39612399,118.38838,bb10,k,d,bb10kd,319,NA,Ursinia.anthemoides,1
2014,October ,-32.39612399,118.38838,bb10,k,d,bb10kd,319,NA,Goodenia.berardiana,15
2014,October ,-32.39612399,118.38838,bb10,k,d,bb10kd,319,NA,Gonocarpus.nodulosus,10
2014,October ,-32.39612399,118.38838,bb10,k,d,bb10kd,319,NA,Lawrencella.rosea,1
2014,October ,-32.39612399,118.38838,bb10,k,d,bb10kd,319,NA,Phyllangium.sulcatum,5
2014,October ,-32.39612399,118.38838,bb10,k,w,bb10kw,248,NA,Waitzia.acuminata,20
2014,October ,-32.39612399,118.38838,bb10,k,w,bb10kw,248,NA,Gonocarpus.nodulosus,80
2014,October ,-32.39612399,118.38838,bb10,k,w,bb10kw,248,NA,Lawrencella.rosea,5
2014,October ,-32.39612399,118.38838,bb10,k,w,bb10kw,248,NA,Rhodanthe.manglesii,10
2014,October ,-32.39612399,118.38838,bb10,k,w,bb10kw,248,NA,Ceratogyne.obionoides,10
2014,October ,-32.39612399,118.38838,bb10,k,w,bb10kw,248,NA,Trachymene.ornata,1
2014,October ,-32.39612399,118.38838,bb10,o,d,bb10od,431,0.69925,Ceratogyne.obionoides,4
2014,October ,-32.39612399,118.38838,bb10,o,d,bb10od,431,0.69925,Hydrocotyle.pilifera,1
2014,October ,-32.39612399,118.38838,bb10,o,d,bb10od,431,0.69925,Rhodanthe.manglesii,17
2014,October ,-32.39612399,118.38838,bb10,o,d,bb10od,431,0.69925,Waitzia.acuminata,8
2014,October ,-32.39612399,118.38838,bb10,o,d,bb10od,431,0.69925,Ursinia.anthemoides,7
2014,October ,-32.39612399,118.38838,bb10,o,d,bb10od,431,0.69925,Gonocarpus.nodulosus,60
2014,October ,-32.39612399,118.38838,bb10,o,d,bb10od,431,0.69925,Trachymene.cyanopetala,2
2014,October ,-32.39612399,118.38838,bb10,o,d,bb10od,431,0.69925,Trachymene.ornata,8
2014,October ,-32.39612399,118.38838,bb10,o,w,bb10ow,437,0.26146,Lawrencella.rosea,11
2014,October ,-32.39612399,118.38838,bb10,o,w,bb10ow,437,0.26146,Waitzia.acuminata,46
2014,October ,-32.39612399,118.38838,bb10,o,w,bb10ow,437,0.26146,Gonocarpus.nodulosus,70
2014,October ,-32.39612399,118.38838,bb10,o,w,bb10ow,437,0.26146,Trachymene.cyanopetala,1
2014,October ,-32.39612399,118.38838,bb10,o,w,bb10ow,437,0.26146,Ursinia.anthemoides,2
2014,October ,-32.39612399,118.38838,bb10,o,w,bb10ow,437,0.26146,Goodenia.berardiana,2
2014,October ,-32.39612399,118.38838,bb10,o,w,bb10ow,437,0.26146,Hydrocotyle.pilifera,1
2014,October ,-32.39612399,118.38838,bb10,o,w,bb10ow,437,0.26146,Ceratogyne.obionoides,4
2014,October ,-32.39612399,118.38838,bb10,o,w,bb10ow,437,0.26146,Hypochaeris.glabra,1
