Plot.ID,Block,Plot.letter,Treatment,Focal.sp,Competition,Species.comp.combo,Species.comp.treatment,Species.treatment.block,Plot.Focalsp.comp.combo,Neighbour.density,Focal.height,Solo.height,Height,Nearest.neighbour.sp,Nearest.neighbour.height,Soilmoisture.11.or.12.Aug.1.hicomp,Soilmoisture.11.or.12.Aug.2.hicomp,Soilmoisture.11.or.12.Aug.3.hicomp,Mean.soilmoisture.11.or.12.Aug.hicomp,Mean.SM.earlyAug,Solo.soilmoisture.Aug11or12.1,Solo.soilmoisture.Aug11or12.2,Solo.soilmoisture.Aug11or12.3,Mean.solo.soilmoisture,Soilmoisture.22.or.23.Aug.1.hicomp,Soilmoisture.22.or.23.Aug.2.hicomp,Soilmoisture.22.or.23.Aug.3.hicomp,Mean.soilmoisture.22.or.23.Aug.hicomp,Solo.soilmoisture.22or23.Aug.1,Solo.soilmoisture.22or23Aug.2,Solo.soilmoisture.22or23Aug.3,Mean.solo.soilmoisture.22or23.Aug,Mean.SM.lateAug,Soilmoisture.3Sep.hicomp.1,Soilmoisture.3Sep.hicomp.2,Soilmoisture.3Sep.hicomp.3,Mean.soilmoisture.3Sep.hicomp,Solo.soilmoisture.3Sep.1,Solo.soilmoisture.3Sep.2,Solo.soilmoisture.3Sep.3,Mean.solo.soilmoisture.3Sep,Mean.SM.Sep,Delta.MeanSM.AugSep,Bare,Moss,Crust,CWD,Rock,Near.under.log,Jam.litter,Euc.litter,Notes,Colwell.P,Canopy.cover.final,Exclude.from.analysis,Num.fl.total,Num.fl.seeding.total,Seedcount.extrap.integer,Mean.solo.seedcount.extrap.integer.block,Delta.seedcount.meansolospeciesblock,Solo.seedcount.extrap.integer,Delta.seedcount.highcomp.solo.pair
12D,12,D,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.12,12D.V.rosea.Highcomp,0,40,40,40,Not.focal.species,NA,17.4,15.9,14.9,16.06666667,16.06666667,16.9,16.4,16.9,16.73333333,17.4,17.4,18.4,17.73333333,17.4,17.4,18.4,17.73333333,17.73333333,6.1,9,8.5,7.866666667,6.6,6.6,6.1,6.433333333,7.866666667,-8.2,8,80,3,0,1,0,0,0,,11.2,2.432,0,9,8,27,184.8,-157.8,36,-9
12D,12,D,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.12,12D.V.rosea.Solo,0,40,40,40,NA,NA,17.4,15.9,14.9,16.06666667,16.73333333,16.9,16.4,16.9,16.73333333,17.4,17.4,18.4,17.73333333,17.4,17.4,18.4,17.73333333,17.73333333,6.1,9,8.5,7.866666667,6.6,6.6,6.1,6.433333333,6.433333333,-10.3,90,0,10,0,0,0,0,0,,11.2,2.432,0,15,11,36,184.8,-148.8,NA,NA
12E,12,E,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.12,12E.H.glutinosum.Highcomp,2,35,90,35,Not.focal.species,NA,13,13.9,17.4,14.76666667,14.76666667,15.4,14.4,13.5,14.43333333,17.4,17.9,18.9,18.06666667,14.9,14.9,16.4,15.4,18.06666667,5.9,6.3,6.3,6.166666667,5.3,5.3,5.9,5.5,6.166666667,-8.6,15,20,0,0,1,0,1,0,,13,42.4,0,0,0,0,7,-7,7,-7
12E,12,E,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.12,12E.H.glutinosum.Solo,0,35,90,90,NA,NA,13,13.9,17.4,14.76666667,14.43333333,15.4,14.4,13.5,14.43333333,17.4,17.9,18.9,18.06666667,14.9,14.9,16.4,15.4,15.4,5.9,6.3,6.3,6.166666667,5.3,5.3,5.9,5.5,5.5,-8.933333333,10,40,50,0,0,0,0,0,,13,42.4,0,4,4,7,7,0,NA,NA
12E,12,E,Shade,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Shade,M.minima.Shade.12,12E.M.minima.Highcomp,2,70,90,70,Not.focal.species,NA,13,13.9,17.4,14.76666667,14.76666667,15.4,17.4,11.5,14.76666667,17.4,17.9,18.9,18.06666667,17.4,17.4,17.9,17.56666667,18.06666667,5.9,6.3,6.3,6.166666667,5.3,6.3,5.6,5.733333333,6.166666667,-8.6,15,20,0,0,1,0,1,0,Misidentified,13,42.4,1,2,2,2,9,-7,1,1
12E,12,E,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.12,12E.P.canescens.Highcomp,1,360,280,360,Not.focal.species,NA,13,13.9,17.4,14.76666667,14.76666667,17.4,14.9,15.9,16.06666667,17.4,17.9,18.9,18.06666667,17.4,17.4,18.9,17.9,18.06666667,5.9,6.3,6.3,6.166666667,7.6,5.9,7.2,6.9,6.166666667,-8.6,15,20,0,0,1,0,1,0,,13,42.4,0,59,39,2126,955.6667,1170.3333,1430,696
12E,12,E,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.12,12E.P.canescens.Solo,0,360,280,280,NA,NA,13,13.9,17.4,14.76666667,16.06666667,17.4,14.9,15.9,16.06666667,17.4,17.9,18.9,18.06666667,17.4,17.4,18.9,17.9,17.9,5.9,6.3,6.3,6.166666667,7.6,5.9,7.2,6.9,6.9,-9.166666667,20,10,70,0,0,0,0,0,,13,42.4,0,22,18,1430,955.6667,474.3333,NA,NA
12F,12,F,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.12,12F.H.glutinosum.Highcomp,4,110,50,110,M.minima,80,20.3,21.8,22.3,21.46666667,21.46666667,21.3,23.3,18.9,21.16666667,24.7,22.8,24.7,24.06666667,21.8,21.3,28.2,23.76666667,24.06666667,8.5,8.5,9.5,8.833333333,8.5,12.5,10,10.33333333,8.833333333,-12.63333333,5,80,2,5,0,1,1,0,,11.3,1.375,0,6,6,48,2.75,45.25,0,48
12F,12,F,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.12,12F.H.glutinosum.Solo,0,110,50,50,NA,NA,20.3,21.8,22.3,21.46666667,21.16666667,21.3,23.3,18.9,21.16666667,24.7,22.8,24.7,24.06666667,21.8,21.3,28.2,23.76666667,23.76666667,8.5,8.5,9.5,8.833333333,8.5,12.5,10,10.33333333,10.33333333,-10.83333333,90,0,10,0,0,1,0,0,,11.3,1.375,0,0,0,0,2.75,-2.75,NA,NA
12F,12,F,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.12,12F.M.minima.Highcomp,NA,80,30,80,P.airoides,30,20.3,21.8,22.3,21.46666667,21.46666667,19.3,22.8,19.8,20.63333333,24.7,22.8,24.7,24.06666667,20.3,20.8,20.8,20.63333333,24.06666667,8.5,8.5,9.5,8.833333333,7.1,9,7.1,7.733333333,8.833333333,-12.63333333,5,80,2,5,0,1,1,0,,11.3,1.375,0,NA,NA,NA,8,NA,1,NA
12F,12,F,Open,M.minima,Solo,M.minima.Solo,M.minima.Solo.Open,M.minima.Open.12,12F.M.minima.Solo,0,80,30,30,NA,NA,20.3,21.8,22.3,21.46666667,20.63333333,19.3,22.8,19.8,20.63333333,24.7,22.8,24.7,24.06666667,20.3,20.8,20.8,20.63333333,20.63333333,8.5,8.5,9.5,8.833333333,7.1,9,7.1,7.733333333,7.733333333,-12.9,60,10,10,20,0,1,0,0,,11.3,1.375,0,1,1,1,8,-7,NA,NA
12F,12,F,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.12,12F.P.airoides.Highcomp,NA,50,50,50,P.airoides,30,20.3,21.8,22.3,21.46666667,21.46666667,18.9,19.8,20.8,19.83333333,24.7,22.8,24.7,24.06666667,20.3,21.3,22.3,21.3,24.06666667,8.5,8.5,9.5,8.833333333,8.5,8.5,9,8.666666667,8.833333333,-12.63333333,5,80,2,5,0,1,1,0,,11.3,1.375,0,4,4,215,313.5,-98.5,186,29
12F,12,F,Open,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Open,P.airoides.Open.12,12F.P.airoides.Solo,0,50,50,50,NA,NA,20.3,21.8,22.3,21.46666667,19.83333333,18.9,19.8,20.8,19.83333333,24.7,22.8,24.7,24.06666667,20.3,21.3,22.3,21.3,21.3,8.5,8.5,9.5,8.833333333,8.5,8.5,9,8.666666667,8.666666667,-11.16666667,80,0,10,10,0,1,0,0,,11.3,1.375,0,3,3,186,313.5,-127.5,NA,NA
12F,12,F,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.12,12F.P.canescens.Highcomp,3,290,290,290,H.glutinosum,95,20.3,21.8,22.3,21.46666667,21.46666667,19.3,20.8,20.8,20.3,24.7,22.8,24.7,24.06666667,22.8,20.8,18.4,20.66666667,24.06666667,8.5,8.5,9.5,8.833333333,8.5,9,12.5,10,8.833333333,-12.63333333,5,80,2,5,0,1,1,0,,11.3,1.375,0,7,6,338,422.6667,-84.6667,844,-506
12F,12,F,Open,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Open,P.canescens.Open.12,12F.P.canescens.Solo,0,290,290,290,NA,NA,20.3,21.8,22.3,21.46666667,20.3,19.3,20.8,20.8,20.3,24.7,22.8,24.7,24.06666667,22.8,20.8,18.4,20.66666667,20.66666667,8.5,8.5,9.5,8.833333333,8.5,9,12.5,10,10,-10.3,70,10,10,0,0,1,0,10,,11.3,1.375,0,13,10,844,422.6667,421.3333,NA,NA
12G,12,G,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.12,12G.H.glutinosum.Highcomp,3,80,40,80,H.glutinosum,40,10.5,10.5,12.5,11.16666667,11.16666667,16.4,15.9,14.9,15.73333333,12,12.5,13.5,12.66666667,11.5,14.4,14.9,13.6,12.66666667,6.6,5.1,8.1,6.6,8.1,6.1,8.1,7.433333333,6.6,-4.566666667,50,25,0,10,1,0,0,0,,12.7,11.088,0,1,1,3,2.75,0.25,2,1
12G,12,G,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.12,12G.H.glutinosum.Solo,0,80,40,40,NA,NA,10.5,10.5,12.5,11.16666667,15.73333333,16.4,15.9,14.9,15.73333333,12,12.5,13.5,12.66666667,11.5,14.4,14.9,13.6,13.6,6.6,5.1,8.1,6.6,8.1,6.1,8.1,7.433333333,7.433333333,-8.3,90,0,10,0,0,0,0,0,,12.7,11.088,0,5,2,2,2.75,-0.75,NA,NA
12G,12,G,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.12,12G.P.canescens.Highcomp,1,180,240,180,Not.focal.species,NA,10.5,10.5,12.5,11.16666667,11.16666667,12.5,11.5,11.5,11.83333333,12,12.5,13.5,12.66666667,11,13,13.9,12.63333333,12.66666667,6.6,5.1,8.1,6.6,5.6,5.6,6.1,5.766666667,6.6,-4.566666667,50,25,0,10,1,0,0,0,,12.7,11.088,0,10,4,96,422.6667,-326.6667,0,96
12G,12,G,Open,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Open,P.canescens.Open.12,12G.P.canescens.Solo,0,180,240,240,NA,NA,10.5,10.5,12.5,11.16666667,11.83333333,12.5,11.5,11.5,11.83333333,12,12.5,13.5,12.66666667,11,13,13.9,12.63333333,12.63333333,6.6,5.1,8.1,6.6,5.6,5.6,6.1,5.766666667,5.766666667,-6.066666667,60,20,10,10,0,0,0,0,,12.7,11.088,0,15,9,0,422.6667,-422.6667,NA,NA
12G,12,G,Open,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Open,T.cyanopetala.Open.12,12G.T.cyanopetala.Highcomp,1,25,55,25,Not.focal.species,NA,10.5,10.5,12.5,11.16666667,11.16666667,12,11.5,12.5,12,12,12.5,13.5,12.66666667,15.4,14,14.4,14.6,12.66666667,6.6,5.1,8.1,6.6,5.6,6.1,6.6,6.1,6.6,-4.566666667,50,25,0,10,1,0,0,0,,12.7,11.088,0,1,1,4,32.5,-28.5,43,-39
12G,12,G,Open,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Open,T.cyanopetala.Open.12,12G.T.cyanopetala.Solo,0,25,55,55,NA,NA,10.5,10.5,12.5,11.16666667,12,12,11.5,12.5,12,12,12.5,13.5,12.66666667,15.4,14,14.4,14.6,14.6,6.6,5.1,8.1,6.6,5.6,6.1,6.6,6.1,6.1,-5.9,70,0,20,10,0,0,0,0,,12.7,11.088,0,7,7,43,32.5,10.5,NA,NA
12G,12,G,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.12,12G.V.rosea.Highcomp,4,35,60,35,Not.focal.species,NA,10.5,10.5,12.5,11.16666667,11.16666667,14.4,12.5,13,13.3,12,12.5,13.5,12.66666667,12,13.9,13,12.96666667,12.66666667,6.6,5.1,8.1,6.6,5.1,5.6,6.6,5.766666667,6.6,-4.566666667,50,25,0,10,1,0,0,0,,12.7,11.088,0,11,6,19,184.8,-165.8,248,-229
12G,12,G,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.12,12G.V.rosea.Solo,0,35,60,60,NA,NA,10.5,10.5,12.5,11.16666667,13.3,14.4,12.5,13,13.3,12,12.5,13.5,12.66666667,12,13.9,13,12.96666667,12.96666667,6.6,5.1,8.1,6.6,5.1,5.6,6.6,5.766666667,5.766666667,-7.533333333,75,0,25,0,0,0,0,0,,12.7,11.088,0,63,62,248,184.8,63.2,NA,NA
12H,12,H,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.12,12H.H.glabra.Highcomp,8,40,30,40,Not.focal.species,NA,13,10,12,11.66666667,11.66666667,11,11,10.5,10.83333333,13.5,12,13.9,13.13333333,9.5,12,10.5,10.66666667,13.13333333,4.1,5.6,5.6,5.1,4.6,4.6,5.6,4.933333333,5.1,-6.566666667,50,0,0,20,1,0,0,0,,20.9,21.854,0,6,6,285,308.3333,-23.3333,506,-221
12H,12,H,Open,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Open,H.glabra.Open.12,12H.H.glabra.Solo,0,40,30,30,NA,NA,13,10,12,11.66666667,10.83333333,11,11,10.5,10.83333333,13.5,12,13.9,13.13333333,9.5,12,10.5,10.66666667,10.66666667,4.1,5.6,5.6,5.1,4.6,4.6,5.6,4.933333333,4.933333333,-5.9,0,0,0,100,0,0,0,0,,20.9,21.854,0,11,9,506,308.3333,197.6667,NA,NA
12H,12,H,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.12,12H.H.glutinosum.Highcomp,NA,40,65,40,Not.focal.species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,12,13.9,13.13333333,11,8.5,13.5,11,13.13333333,4.1,5.6,5.6,5.1,5.6,6.1,7.1,6.266666667,5.1,NA,50,0,0,20,1,0,0,0,Dead early on - moved to a new individual,20.9,21.854,0,1,1,5,2.75,2.25,9,-4
12H,12,H,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.12,12H.H.glutinosum.Solo,0,40,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,12,13.9,13.13333333,11,8.5,13.5,11,11,4.1,5.6,5.6,5.1,5.6,6.1,7.1,6.266666667,6.266666667,NA,80,0,20,0,0,0,0,0,,20.9,21.854,0,1,1,9,2.75,6.25,NA,NA
12H,12,H,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.12,12H.V.rosea.Highcomp,3,35,100,35,V.rosea,55,13,10,12,11.66666667,11.66666667,11,11.5,8.5,10.33333333,13.5,12,13.9,13.13333333,13,11,12,12,13.13333333,4.1,5.6,5.6,5.1,6.1,6.6,5.6,6.1,5.1,-6.566666667,50,0,0,20,1,0,0,0,,20.9,21.854,0,73,22,95,184.8,-89.8,74,21
12H,12,H,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.12,12H.V.rosea.Solo,0,35,100,100,NA,NA,13,10,12,11.66666667,10.33333333,11,11.5,8.5,10.33333333,13.5,12,13.9,13.13333333,13,11,12,12,12,4.1,5.6,5.6,5.1,6.1,6.6,5.6,6.1,6.1,-4.233333333,70,0,0,30,0,0,0,0,,20.9,21.854,0,38,21,74,184.8,-110.8,NA,NA
12I,12,I,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.12,12I.A.calendula.Highcomp,2,200,85,200,T.cyanopetala,100,13,12.5,10.5,12,12,13.9,12,14.9,13.6,13.5,13,12,12.83333333,14.4,15.4,15.4,15.06666667,12.83333333,4.6,5.6,4.9,5.033333333,3.9,5.3,5.6,4.933333333,5.033333333,-6.966666667,60,0,10,10,1,1,0,0,,14.9,43.93,0,30,30,965,545.5,419.5,171,794
12I,12,I,Shade,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Shade,A.calendula.Shade.12,12I.A.calendula.Solo,0,200,85,85,NA,NA,13,12.5,10.5,12,13.6,13.9,12,14.9,13.6,13.5,13,12,12.83333333,14.4,15.4,15.4,15.06666667,15.06666667,4.6,5.6,4.9,5.033333333,3.9,5.3,5.6,4.933333333,4.933333333,-8.666666667,20,50,30,0,0,1,0,0,,14.9,43.93,0,9,9,171,545.5,-374.5,NA,NA
12I,12,I,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.12,12I.P.airoides.Highcomp,2,60,75,60,Not.focal.species,NA,13,12.5,10.5,12,12,12,12,12.5,12.16666667,13.5,13,12,12.83333333,13,13.5,14.9,13.8,12.83333333,4.6,5.6,4.9,5.033333333,4.9,5.3,5.6,5.266666667,5.033333333,-6.966666667,60,0,10,10,1,1,0,0,,14.9,43.93,0,3,3,143,290.75,-147.75,289,-146
12I,12,I,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.12,12I.P.airoides.Solo,0,60,75,75,NA,NA,13,12.5,10.5,12,12.16666667,12,12,12.5,12.16666667,13.5,13,12,12.83333333,13,13.5,14.9,13.8,13.8,4.6,5.6,4.9,5.033333333,4.9,5.3,5.6,5.266666667,5.266666667,-6.9,45,10,10,25,10,1,0,0,,14.9,43.93,0,4,4,289,290.75,-1.75,NA,NA
12J,12,J,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.12,12J.H.glabra.Highcomp,1,80,20,80,Not.focal.species,NA,18.4,19.8,20.3,19.5,19.5,14.9,17.9,17.9,16.9,10.5,18.4,16.9,15.26666667,15.4,19.8,18.4,17.86666667,15.26666667,6.1,5.6,7.1,6.266666667,5.1,5.6,7.6,6.1,6.266666667,-13.23333333,3,90,5,10,1,1,0,0,,16.5,1.453,0,10,10,453,308.3333,144.6667,81,372
12J,12,J,Open,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Open,H.glabra.Open.12,12J.H.glabra.Solo,0,80,20,20,NA,NA,18.4,19.8,20.3,19.5,16.9,14.9,17.9,17.9,16.9,10.5,18.4,16.9,15.26666667,15.4,19.8,18.4,17.86666667,17.86666667,6.1,5.6,7.1,6.266666667,5.1,5.6,7.6,6.1,6.1,-10.8,0,10,0,90,0,1,0,0,,16.5,1.453,0,3,3,81,308.3333,-227.3333,NA,NA
12J,12,J,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.12,12J.M.minima.Highcomp,2,130,130,130,Not.focal.species,NA,18.4,19.8,20.3,19.5,19.5,17.9,17.9,14.9,16.9,10.5,18.4,16.9,15.26666667,17.9,15.9,16.4,16.73333333,15.26666667,6.1,5.6,7.1,6.266666667,5.6,4.6,6.1,5.433333333,6.266666667,-13.23333333,3,90,5,10,1,1,0,0,,16.5,1.453,0,10,8,8,8,0,9,-1
12J,12,J,Open,M.minima,Solo,M.minima.Solo,M.minima.Solo.Open,M.minima.Open.12,12J.M.minima.Solo,0,130,130,130,NA,NA,18.4,19.8,20.3,19.5,16.9,17.9,17.9,14.9,16.9,10.5,18.4,16.9,15.26666667,17.9,15.9,16.4,16.73333333,16.73333333,6.1,5.6,7.1,6.266666667,5.6,4.6,6.1,5.433333333,5.433333333,-11.46666667,40,10,30,20,0,1,0,0,,16.5,1.453,0,9,9,9,8,1,NA,NA
12K,12,K,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.12,12K.A.calendula.Highcomp,1,130,80,130,T.cyanopetala,40,13.5,11,12,12.16666667,12.16666667,12.5,12.5,13.5,12.83333333,17.9,17.5,14.4,16.6,15.9,13,13.9,14.26666667,16.6,4.1,5.6,NA,4.85,3.1,5.1,6.6,4.933333333,4.85,-7.316666667,45,2,2,15,1,1,0,0,,14,52.601,0,36,34,1247,545.5,701.5,352,895
12K,12,K,Shade,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Shade,A.calendula.Shade.12,12K.A.calendula.Solo,0,130,80,80,NA,NA,13.5,11,12,12.16666667,12.83333333,12.5,12.5,13.5,12.83333333,17.9,17.5,14.4,16.6,15.9,13,13.9,14.26666667,14.26666667,4.1,5.6,NA,4.85,3.1,5.1,6.6,4.933333333,4.933333333,-7.9,100,0,0,0,0,1,0,0,,14,52.601,0,11,11,352,545.5,-193.5,NA,NA
12K,12,K,Shade,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Shade,M.minima.Shade.12,12K.M.minima.Highcomp,4,80,120,80,Not.focal.species,NA,13.5,11,12,12.16666667,12.16666667,11,11.5,13,11.83333333,17.9,17.5,14.4,16.6,14.9,15.9,13,14.6,16.6,4.1,5.6,NA,4.85,5.1,5.1,4.6,4.933333333,4.85,-7.316666667,45,2,2,15,1,1,0,0,,14,52.601,0,14,14,14,9,5,9,5
12K,12,K,Shade,M.minima,Solo,M.minima.Solo,M.minima.Solo.Shade,M.minima.Shade.12,12K.M.minima.Solo,0,80,120,120,NA,NA,13.5,11,12,12.16666667,11.83333333,11,11.5,13,11.83333333,17.9,17.5,14.4,16.6,14.9,15.9,13,14.6,14.6,4.1,5.6,NA,4.85,5.1,5.1,4.6,4.933333333,4.933333333,-6.9,60,0,30,10,0,1,0,0,,14,52.601,0,10,9,9,9,0,NA,NA
12K,12,K,Shade,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Shade,T.cyanopetala.Shade.12,12K.T.cyanopetala.Highcomp,5,25,40,25,T.cyanopetala,70,13.5,11,12,12.16666667,12.16666667,NA,NA,NA,NA,17.9,17.5,14.4,16.6,13.5,15.9,14.4,14.6,16.6,4.1,5.6,NA,4.85,5.6,5.6,6.1,5.766666667,4.85,-7.316666667,45,2,2,15,1,1,0,0,,14,52.601,0,2,2,8,22,-14,24,-16
12K,12,K,Shade,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Shade,T.cyanopetala.Shade.12,12K.T.cyanopetala.Solo,0,25,40,40,NA,NA,13.5,11,12,12.16666667,NA,NA,NA,NA,NA,17.9,17.5,14.4,16.6,13.5,15.9,14.4,14.6,14.6,4.1,5.6,NA,4.85,5.6,5.6,6.1,5.766666667,5.766666667,NA,50,0,30,10,0,1,10,0,,14,52.601,0,4,4,24,22,2,NA,NA
12K,12,K,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.12,12K.V.rosea.Highcomp,0,40,70,40,Not.focal.species,NA,13.5,11,12,12.16666667,12.16666667,13.9,13.5,13,13.46666667,17.9,17.5,14.4,16.6,15.9,14.9,17.4,16.06666667,16.6,4.1,5.6,NA,4.85,6.6,6.6,7.1,6.766666667,4.85,-7.316666667,45,2,2,15,1,1,0,0,,14,52.601,0,22,17,65,133,-68,9,56
12K,12,K,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.12,12K.V.rosea.Solo,0,40,70,70,NA,NA,13.5,11,12,12.16666667,13.46666667,13.9,13.5,13,13.46666667,17.9,17.5,14.4,16.6,15.9,14.9,17.4,16.06666667,16.06666667,4.1,5.6,NA,4.85,6.6,6.6,7.1,6.766666667,6.766666667,-6.7,10,0,80,10,0,1,0,0,,14,52.601,0,3,3,9,133,-124,NA,NA
12L,12,L,Open,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Open,A.calendula.Open.12,12L.A.calendula.Solo,0,25,40,40,NA,NA,14.4,12,11.5,12.63333333,14.13333333,11,13.5,17.9,14.13333333,12.5,13.5,13.9,13.3,15.9,15.4,18.4,16.56666667,16.56666667,5.6,5.1,6.1,5.6,4.6,5.6,8.1,6.1,6.1,-8.033333333,80,0,20,0,0,0,0,0,,11.5,18.087,0,23,23,971,485.5,485.5,NA,NA
12L,12,L,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.12,12L.M.minima.Highcomp,2,20,35,20,Not.focal.species,NA,14.4,12,11.5,12.63333333,12.63333333,10,10,17.9,12.63333333,12.5,13.5,13.9,13.3,13.9,20.3,22.3,18.83333333,13.3,5.6,5.1,6.1,5.6,5.6,6.1,7.1,6.266666667,5.6,-7.033333333,70,2,2,2,1,0,0,0,,11.5,18.087,0,0,0,0,8,-8,14,-14
12L,12,L,Open,M.minima,Solo,M.minima.Solo,M.minima.Solo.Open,M.minima.Open.12,12L.M.minima.Solo,0,20,35,35,NA,NA,14.4,12,11.5,12.63333333,12.63333333,10,10,17.9,12.63333333,12.5,13.5,13.9,13.3,13.9,20.3,22.3,18.83333333,18.83333333,5.6,5.1,6.1,5.6,5.6,6.1,7.1,6.266666667,6.266666667,-6.366666667,100,0,0,0,0,0,0,0,,11.5,18.087,0,15,14,14,8,6,NA,NA
12L,12,L,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.12,12L.V.rosea.Highcomp,1,50,45,50,Not.focal.species,NA,14.4,12,11.5,12.63333333,12.63333333,24.7,21.8,24.3,23.6,12.5,13.5,13.9,13.3,11,31.1,22.3,21.46666667,13.3,5.6,5.1,6.1,5.6,4.6,6.6,7.1,6.1,5.6,-7.033333333,70,2,2,2,1,0,0,0,,11.5,18.087,0,30,30,104,184.8,-80.8,200,-96
12L,12,L,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.12,12L.V.rosea.Solo,0,50,45,45,NA,NA,14.4,12,11.5,12.63333333,23.6,24.7,21.8,24.3,23.6,12.5,13.5,13.9,13.3,11,31.1,22.3,21.46666667,21.46666667,5.6,5.1,6.1,5.6,4.6,6.6,7.1,6.1,6.1,-17.5,90,0,10,0,0,0,0,0,,11.5,18.087,0,57,57,200,184.8,15.2,NA,NA
12M,12,M,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.12,12M.A.calendula.Highcomp,0,80,160,80,Not.focal.species,NA,13.5,12.5,15.9,13.96666667,13.96666667,17.9,14.9,16.4,16.4,17.9,17.9,18.4,18.06666667,15.4,12.5,15.4,14.43333333,18.06666667,5.6,6.6,9,7.066666667,8.1,7.6,8.5,8.066666667,7.066666667,-6.9,70,1,3,1,1,0,0,0,,11.7,55.236,0,10,10,246,545.5,-299.5,735,-489
