Plot.ID,Block,Plot.letter,Treatment,Focal.sp,Competition,Species.comp.combo,Species.comp.treatment,Species.treatment.block,Plot.Focalsp.comp.combo,Neighbour.density,Focal.height,Solo.height,Height,Delta.height.highcomp.solo.pair,Leaf.length,Lat1,Lat2,Mean.Lat,Canopy.shape,Phenology.at.survey,Nearest.neighbour.sp,Nearest.neighbour.height,Soilmoisture.11.or.12.Aug.1.hicomp,Soilmoisture.11.or.12.Aug.2.hicomp,Soilmoisture.11.or.12.Aug.3.hicomp,Mean.soilmoisture.11.or.12.Aug.hicomp,Mean.SM.earlyAug,Solo.soilmoisture.Aug11or12.1,Solo.soilmoisture.Aug11or12.2,Solo.soilmoisture.Aug11or12.3,Mean.solo.soilmoisture,Soilmoisture.22.or.23.Aug.1.hicomp,Soilmoisture.22.or.23.Aug.2.hicomp,Soilmoisture.22.or.23.Aug.3.hicomp,Mean.soilmoisture.22.or.23.Aug.hicomp,Solo.soilmoisture.22or23.Aug.1,Solo.soilmoisture.22or23Aug.2,Solo.soilmoisture.22or23Aug.3,Mean.solo.soilmoisture.22or23.Aug,Mean.SM.lateAug,Soilmoisture.3Sep.hicomp.1,Soilmoisture.3Sep.hicomp.2,Soilmoisture.3Sep.hicomp.3,Mean.soilmoisture.3Sep.hicomp,Solo.soilmoisture.3Sep.1,Solo.soilmoisture.3Sep.2,Solo.soilmoisture.3Sep.3,Mean.solo.soilmoisture.3Sep,Mean.SM.Sep,Delta.MeanSM.AugSep,Bare,Moss,Crust,CWD,Rock,Near.under.log,Jam.litter,Euc.litter,Notes,Colwell.P,Canopy.cover.final,Exclude.from.analysis,Num.fl.total,Num.fl.seeding.total,Seedcount.extrap.integer,Mean.solo.seedcount.extrap.integer.block,Delta.seedcount.meansolospeciesblock,Solo.seedcount.extrap.integer,Delta.seedcount.highcomp.solo.pair,mean.trait.distance.height,mean.trait.distance.seedmass,mean.trait.distance.SLA,mean.trait.hierarchy.height,mean.trait.hierarchy.seedmass,mean.trait.hierarchy.SLA,var.trait.distance.height,var.trait.distance.seedmass,var.trait.distance.SLA,var.trait.hierarchy.height,var.trait.hierarchy.seedmass,var.trait.hierarchy.SLA,mean.trait.distance.canopyshape,var.trait.hierarchy.canopyshape,abundwghtd.mean.trait.distance.canopyshape,abundwghtd.mean.trait.distance.height,abundwghtd.mean.trait.distance.seedmass,abundwghtd.mean.trait.distance.SLA,abundwghtd.mean.trait.hierarchy.canopyshape,abundwghtd.mean.trait.hierarchy.height,abundwghtd.mean.trait.hierarchy.seedmass,abundwghtd.mean.trait.hierarchy.SLA,abundwghtd.var.trait.distance.canopyshape,abundwghtd.var.trait.distance.height,abundwghtd.var.trait.distance.seedmass,abundwghtd.var.trait.distance.SLA,abundwghtd.var.trait.hierarchy.canopyshape,abundwghtd.var.trait.hierarchy.height,abundwghtd.var.trait.hierarchy.seedmass,abundwghtd.var.trait.hierarchy.SLA,mean.trait.hierarchy.canopyshape
6E,6,E,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.6,6E.A.calendula.Highcomp,0,180,150,180,30,180,160,110,135,0.75,,Not.focal.species,NA,9,9.5,13.5,10.66666667,10.66666667,12.5,12.5,13,12.66666667,11,11.5,11.5,11.33333333,10.5,13.5,13.5,12.5,11.33333333,5.6,5.1,4.6,5.1,6.6,6.1,6.6,6.433333333,5.1,-5.566666667,40,3,2,2,0,0,0,0,,13.3,8.824,0,28,28,820,824,-4,1030,-210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6E,6,E,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.6,6E.P.airoides.Highcomp,4,60,40,60,20,30,55,30,42.5,0.708333333,,P.airoides,NA,9,9.5,13.5,10.66666667,10.66666667,10,8.5,9.5,9.333333333,11,11.5,11.5,11.33333333,8.5,8.5,10.5,9.166666667,11.33333333,5.6,5.1,4.6,5.1,4.6,4.1,5.6,4.766666667,5.1,-5.566666667,40,3,2,2,0,0,0,0,,13.3,8.824,0,6,4,124,828,-704,1383,-1259,8.040404053,0.522356006,1.30521314,-8.040404053,-0.522356006,1.068333593,146.4510777,0.210423548,3.845693506,146.4510777,0.210423548,4.689060517,NA,NA,NA,6.03030304,0.391767004,0.978909855,NA,-6.03030304,-0.391767004,0.801250195,NA,113.7960761,0.208496314,2.989691006,NA,113.7960761,0.208496314,3.411374511,NA
6E,6,E,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.6,6E.P.canescens.Highcomp,0,150,220,150,-70,60,140,50,95,0.633333333,,Not.focal.species,NA,9,9.5,13.5,10.66666667,10.66666667,9.5,10.5,11,10.33333333,11,11.5,11.5,11.33333333,8.5,8.5,11.5,9.5,11.33333333,5.6,5.1,4.6,5.1,5.1,5.1,5.1,5.1,5.1,-5.566666667,40,3,2,2,0,0,0,0,,13.3,8.824,0,49,44,4268,4600,-332,4758,-490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6F,6,F,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.6,6F.A.calendula.Highcomp,10,120,200,120,-80,65,60,30,45,0.375,,Not.focal.species,NA,15.4,15.9,13,14.76666667,14.76666667,11,11.5,13.9,12.13333333,11.5,13,11.5,12,10.5,13,13.9,12.46666667,12,5.6,5.6,8.5,6.566666667,5.6,4.1,6.1,5.266666667,6.566666667,-8.2,5,15,0,25,0,1,0,0,,14.2,58.783,0,28,27,1534,567,967,772,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6F,6,F,Shade,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Shade,H.glabra.Shade.6,6F.H.glabra.Highcomp,NA,30,60,30,-30,50,60,50,55,1.833333333,,P.airoides,50,15.4,15.9,13,14.76666667,14.76666667,11,10,12.5,11.16666667,11.5,13,11.5,12,7.6,8.5,11.5,9.2,12,5.6,5.6,8.5,6.566666667,4.1,4.6,3.6,4.1,6.566666667,-8.2,5,15,0,25,0,1,0,0,,14.2,58.783,0,11,11,631,315.5,315.5,551,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6F,6,F,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.6,6F.P.canescens.Highcomp,5,350,340,350,10,75,300,50,175,0.5,,P.airoides,40,15.4,15.9,13,14.76666667,14.76666667,13,13.5,13.9,13.46666667,11.5,13,11.5,12,13,13.5,12.5,13,12,5.6,5.6,8.5,6.566666667,6.1,6.6,6.6,6.433333333,6.566666667,-8.2,5,15,0,25,0,1,0,0,,14.2,58.783,0,27,21,1026,2858,-1832,2273,-1247,12.85087139,1.598626107,9.62150234,1.739320508,-1.518290834,-8.93613928,128.6399702,9.549133477,160.0701936,344.7995163,9.882997975,177.0284897,NA,NA,NA,10.94474473,1.293330411,8.897044404,NA,0.727408786,-1.200203142,-8.348753956,NA,114.6465718,7.627877418,122.6768417,NA,263.7194639,7.918147381,134.4964749,NA
6F,6,F,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.6,6F.V.rosea.Highcomp,6,60,60,60,0,35,45,45,45,0.75,,P.airoides,50,15.4,15.9,13,14.76666667,14.76666667,14.9,14.9,15.4,15.06666667,11.5,13,11.5,12,16.9,16.9,16.9,16.9,12,5.6,5.6,8.5,6.566666667,6.6,8.1,7.1,7.266666667,6.566666667,-8.2,5,15,0,25,0,1,0,0,,14.2,58.783,0,0,0,0,50,-50,24,-24,38.62405304,2.109940013,10.25944241,-38.62405304,0.075681405,10.25944241,44.46931879,2.152360072,3.258883383,44.46931879,8.080518981,3.258883383,NA,NA,NA,37.17582072,2.03453202,9.95975556,NA,-37.17582072,0.678359615,9.95975556,NA,32.1831002,1.355118452,3.438467251,NA,32.1831002,5.770096981,3.438467251,NA
6G,6,G,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.6,6G.H.glabra.Highcomp,7,45,15,45,30,60,60,40,50,1.111111111,,P.airoides,20,9.5,10,11.5,10.33333333,10.33333333,12.5,10.5,13.9,12.3,11.5,12,11,11.5,9,12.5,12.5,11.33333333,11.5,6.1,5.1,6.6,5.933333333,6.6,5.6,5.6,5.933333333,5.933333333,-4.4,20,0,1,20,0,0,0,0,,10.6,4.206,0,1,1,0,199.5,-199.5,66,-66,23.13639795,1.039454074,18.80384091,-23.13639795,-0.856857426,18.80384091,362.6309208,0.521661366,54.3795659,362.6309208,0.983341531,54.3795659,NA,NA,NA,26.4172274,0.750485169,18.29738267,NA,-26.4172274,-0.333121402,18.29738267,NA,198.0592145,0.390724282,27.58878287,NA,198.0592145,0.918358756,27.58878287,NA
6G,6,G,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.6,6G.M.minima.Highcomp,17,90,50,90,40,10,45,5,25,0.277777778,,P.airoides,30,9.5,10,11.5,10.33333333,10.33333333,9.5,10,12,10.5,11.5,12,11,11.5,8.5,11,11,10.16666667,11.5,6.1,5.1,6.6,5.933333333,6.6,5.6,6.1,6.1,5.933333333,-4.4,20,0,1,20,0,0,0,0,,10.6,4.206,0,9,8,8,10,-2,20,-12,17.12154725,0.760545672,8.060176933,-17.12154725,0.760545672,-5.990827053,214.3423001,0.2579203,62.38820081,214.3423001,0.2579203,101.156792,0.417295808,0.092322246,0.506953006,21.5473857,0.954359154,7.730566288,0.506953006,-21.5473857,0.954359154,-3.348413601,0.029176866,89.17810188,0.061063401,32.82752225,0.029176866,89.17810188,0.061063401,84.41166509,0.417295808
6H,6,H,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.6,6H.M.minima.Highcomp,3,30,70,30,-40,20,25,5,15,0.5,,Not.focal.species,NA,8.5,9,10,9.166666667,9.166666667,8.1,8.5,9,8.533333333,8.5,8.5,8.5,8.5,9.5,7.6,8.1,8.4,8.5,5.1,4.6,3.6,4.433333333,4.1,4.1,3.1,3.766666667,4.433333333,-4.733333333,75,1,1,8,1,0,0,0,,17,20.623,0,1,1,1,10,-9,0,1,56.55163043,NA,7.261872535,-56.55163043,NA,7.261872535,182.8828125,NA,24.19981451,182.8828125,NA,24.19981451,NA,NA,NA,59.73913043,NA,8.4213699,NA,-59.73913043,NA,8.4213699,NA,121.921875,NA,16.13320967,NA,121.921875,NA,16.13320967,NA
6H,6,H,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.6,6H.V.rosea.Highcomp,2,80,50,80,30,90,290,200,245,3.0625,,M.minima,30,8.5,9,10,9.166666667,9.166666667,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,7.6,7.6,8.5,7.9,8.5,5.1,4.6,3.6,4.433333333,5.6,4.6,4.1,4.766666667,4.433333333,-4.733333333,75,1,1,8,1,0,0,0,,17,20.623,0,53,35,144,152,-8,132,12,31.66168479,1.303913619,5.33321227,-31.66168479,1.303913619,5.33321227,1103.989189,0.010945836,7.156983777,1103.989189,0.010945836,7.156983777,NA,NA,NA,31.66168479,1.303913619,5.33321227,NA,-31.66168479,1.303913619,5.33321227,NA,1103.989189,0.010945836,7.156983777,NA,1103.989189,0.010945836,7.156983777,NA
6I,6,I,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.6,6I.A.calendula.Highcomp,6,140,140,140,0,160,160,110,135,0.964285714,,M.minima,30,9,7.6,11.5,9.366666667,9.366666667,14.4,12.5,12.5,13.13333333,8.5,8.5,9.5,8.833333333,11,12,13,12,8.833333333,6.1,6.1,6.1,6.1,5.1,6.1,4.6,5.266666667,6.1,-3.266666667,75,0,5,10,0,1,0,0,,15,54.951,0,20,15,686,567,119,362,324,33.87446323,NA,4.081266897,-26.22121578,NA,-0.445568143,467.5797214,NA,4.990858726,1157.470374,NA,29.67817149,NA,NA,NA,29.86956522,NA,4.711830303,NA,-18.38969405,NA,-1.07613155,NA,454.5857665,NA,2.477182334,NA,1119.397861,NA,27.72912517,NA
6I,6,I,Shade,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Shade,M.minima.Shade.6,6I.M.minima.Highcomp,1,10,50,10,-40,8,14,5,9.5,0.95,,M.minima,55,9,7.6,11.5,9.366666667,9.366666667,10.5,8.5,9.5,9.5,8.5,8.5,9.5,8.833333333,8.5,9,12,9.833333333,8.833333333,6.1,6.1,6.1,6.1,5.6,6.1,5.1,5.6,6.1,-3.266666667,75,0,5,10,0,1,0,0,,15,54.951,0,3,1,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
6J,6,J,Shade,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Shade,M.minima.Shade.6,6J.M.minima.Highcomp,4,180,30,180,150,16,25,0,12.5,0.069444444,FS,H.glutinosum,120,15.9,11.5,18.4,15.26666667,15.26666667,12,12.5,13,12.5,12,15.4,15.9,14.43333333,10.5,10,12.5,11,14.43333333,8.5,4.6,5.6,6.233333333,4.6,5.6,5.1,5.1,6.233333333,-9.033333333,10,40,2,10,1,1,0,0,,15.5,42.4,0,3,3,3,0,3,0,3,17.76375165,0.668511591,7.99127522,-17.76375165,0.668511591,7.99127522,105.6198993,0.229866759,29.68467535,105.6198993,0.229866759,29.68467535,0.58813365,0.023251879,0.642045475,14.13022892,0.499002462,9.91756295,0.642045475,-14.13022892,0.499002462,9.91756295,0.011625939,52.80994965,0.114933379,14.84233767,0.011625939,52.80994965,0.114933379,14.84233767,0.58813365
6J,6,J,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.6,6J.V.rosea.Highcomp,2,100,70,100,30,60,170,45,107.5,1.075,,H.glutinosum,40,15.9,11.5,18.4,15.26666667,15.26666667,11.5,10,11.5,11,12,15.4,15.9,14.43333333,12,11,11.5,11.5,14.43333333,8.5,4.6,5.6,6.233333333,5.1,4.6,4.6,4.766666667,6.233333333,-9.033333333,10,40,2,10,1,1,0,0,,15.5,42.4,0,36,29,112,50,62,48,64,18.66382576,1.559427778,15.28537273,-18.66382576,1.559427778,15.28537273,NA,NA,NA,NA,NA,NA,1.998164,NA,1.998164,18.66382576,1.559427778,15.28537273,1.998164,-18.66382576,1.559427778,15.28537273,0,0,0,0,0,0,0,0,1.998164
6K,6,K,Shade,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Shade,T.cyanopetala.Shade.6,6K.T.cyanopetala.Highcomp,3,45,150,45,-105,40,20,10,15,0.333333333,,T.cyanopetala,90,13,13.9,16.9,14.6,14.6,16.4,10,13.9,13.43333333,13.9,16.4,14.4,14.9,12,13.5,14.9,13.46666667,14.9,6.6,6.6,NA,6.6,6.1,5.1,6.6,5.933333333,6.6,-8,15,15,5,50,1,1,0,0,,8.8,42.4,0,22,22,122,44,78,44,78,7.319444443,1.29714051,1.9218114,3.11111111,1.29714051,1.9218114,61.95847798,1.446645919,2.801582248,127.8013599,1.446645919,2.801582248,NA,NA,NA,7.319444443,1.29714051,1.9218114,NA,3.11111111,1.29714051,1.9218114,NA,61.95847798,1.446645919,2.801582248,NA,127.8013599,1.446645919,2.801582248,NA
6K,6,K,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.6,6K.V.rosea.Highcomp,4,45,120,45,-75,30,80,25,52.5,1.166666667,,H.glutinosum,110,13,13.9,16.9,14.6,14.6,18.9,18.4,17.4,18.23333333,13.9,16.4,14.4,14.9,18.9,14.9,15.4,16.4,14.9,6.6,6.6,NA,6.6,6.1,6.6,6.1,6.266666667,6.6,-8,15,15,5,50,1,1,0,0,,8.8,42.4,1,3,3,9,50,-41,78,-69,18.66382576,1.559427778,15.28537273,-18.66382576,1.559427778,15.28537273,NA,NA,NA,NA,NA,NA,1.998164,NA,1.998164,18.66382576,1.559427778,15.28537273,1.998164,-18.66382576,1.559427778,15.28537273,0,0,0,0,0,0,0,0,1.998164
6L,6,L,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.6,6L.P.canescens.Highcomp,4,310,490,310,-180,75,100,70,85,0.274193548,,Not.focal.species,NA,10,10,10.5,10.16666667,10.16666667,10,10.5,12,10.83333333,9,10,11,10,9.5,9.5,9.5,9.5,10,4.1,4.1,4.6,4.266666667,5.1,3.6,5.6,4.766666667,4.266666667,-5.9,20,25,3,10,0,1,0,0,,15.3,4.127,0,NA,NA,NA,4600,NA,4442,NA,44.77488688,1.686176111,8.30514987,-32.34191985,-1.686176111,-8.30514987,2091.999559,4.90673409,18.47665899,4009.58099,4.90673409,18.47665899,NA,NA,NA,60.94584681,0.903014722,6.78541885,NA,-54.72936329,-0.903014722,-6.78541885,NA,1045.99978,2.453367045,9.238329493,NA,2004.790495,2.453367045,9.238329493,NA
6L,6,L,Open,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Open,T.cyanopetala.Open.6,6L.T.cyanopetala.Highcomp,3,120,95,120,25,25,30,16,23,0.191666667,,P.canescens,110,10,10,10.5,10.16666667,10.16666667,10,11,12,11,9,10,11,10,11,11.5,11.5,11.33333333,10,4.1,4.1,4.6,4.266666667,5.6,5.6,5.1,5.433333333,4.266666667,-5.9,20,25,3,10,0,1,0,0,,15.3,4.127,1,3,3,14,48,-34,78,-64,38.55840337,2.243422223,6.426745505,-19.59233194,2.243422223,6.426745505,767.7189413,0.007182411,13.86373416,2973.50094,0.007182411,13.86373416,NA,NA,NA,45.08918068,2.223446667,5.549130867,NA,-32.44513306,2.223446667,5.549130867,NA,511.8126275,0.004788274,9.242489441,NA,1982.33396,0.004788274,9.242489441,NA
6M,6,M,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.6,6M.V.rosea.Highcomp,1,60,50,60,10,55,220,190,205,3.416666667,,V.rosea,100,9,8.1,13,10.03333333,10.03333333,10,11,11,10.66666667,7.1,8.5,12,9.2,9,9,10.5,9.5,9.2,4.1,4.1,3.6,3.933333333,5.1,4.1,4.6,4.6,3.933333333,-6.1,75,0,3,1,0,0,0,0,,15.9,0.743,0,100,86,394,152,242,251,143,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
6N,6,N,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.6,6N.V.rosea.Highcomp,3,70,60,70,10,70,200,60,130,1.857142857,B,A.calendula,70,10,11,13,11.33333333,11.33333333,9,10,11.5,10.16666667,11,10.5,9,10.16666667,12,11,9,10.66666667,10.16666667,4.1,6.6,6.1,5.6,5.6,5.1,6.6,5.766666667,5.6,-5.733333333,50,1,25,1,0,0,0,0,,7,2.683,0,45,45,186,152,34,73,113,34.27662037,1.462859723,8.096459365,-34.27662037,1.462859723,8.096459365,428.0521262,0.170034229,0.798542609,428.0521262,0.170034229,0.798542609,1.490935785,0.381777699,1.34529969,29.40007716,1.365667408,8.30708576,1.34529969,-29.40007716,1.365667408,8.30708576,0.254518466,285.3680841,0.113356153,0.532361739,0.254518466,285.3680841,0.113356153,0.532361739,1.490935785
6O,6,O,Shade,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Shade,T.cyanopetala.Shade.6,6O.T.cyanopetala.Highcomp,9,45,30,45,15,25,15,10,12.5,0.277777778,,P.airoides,80,12,11,11.5,11.5,11.5,12,13,11.5,12.16666667,9.5,8.5,9.5,9.166666667,11,11,11,11,9.166666667,4.6,5.1,4.6,4.766666667,3.6,6.1,4.6,4.766666667,4.766666667,-6.733333333,15,30,5,10,0,1,0,0,,10.7,49.594,0,1,1,6,44,-38,18,-12,13.47238095,1.718054534,3.744443914,10.94738095,1.718054534,3.744443914,108.9419465,1.056575643,10.96080932,186.01682,1.056575643,10.96080932,NA,NA,NA,15.63743386,2.01247383,3.533393978,NA,14.23465608,2.01247383,3.533393978,NA,71.98083709,0.65022292,5.608691924,NA,119.122729,0.65022292,5.608691924,NA
10A,10,A,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.10,10A.H.glutinosum.Solo,0,40,35,35,NA,4,5,0,2.5,0.071428571,B,NA,NA,20.8,19.8,21.8,20.8,19,19.3,19.3,18.4,19,23.3,21.3,22.8,22.46666667,20.8,19.8,20.3,20.3,22.46666667,11,10,NA,10.5,9,11,NA,10,10,-9,90,0,10,0,0,0,0,0,,7.7,0.704,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10A,10,A,Open,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Open,P.airoides.Open.10,10A.P.airoides.Solo,0,70,35,35,NA,25,40,25,32.5,0.928571429,B,NA,NA,20.8,19.8,21.8,20.8,17.9,17.9,17.4,18.4,17.9,23.3,21.3,22.8,22.46666667,21.3,20.3,20.3,20.63333333,20.63333333,11,10,NA,10.5,8.5,9,NA,8.75,8.75,-9.15,90,0,10,0,0,0,0,0,,7.7,0.704,0,5,5,204,368.5,-164.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10A,10,A,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.10,10A.V.rosea.Solo,0,25,70,70,NA,45,120,20,70,1,BF,NA,NA,20.8,19.8,21.8,20.8,18.7,18.4,18.4,19.3,18.7,23.3,21.3,22.8,22.46666667,20.3,23.3,19.3,20.96666667,20.96666667,11,10,NA,10.5,7.6,8.1,NA,7.85,7.85,-10.85,90,0,10,0,0,0,0,0,,7.7,0.704,0,14,14,44,62,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10B,10,B,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.10,10B.H.glutinosum.Solo,0,120,35,35,NA,4,8,2,5,0.142857143,I,NA,NA,13.5,12,16.9,14.13333333,18.23333333,17.4,18.4,18.9,18.23333333,20.3,14.4,20.3,18.33333333,22.8,23.3,19.8,21.96666667,21.96666667,5.6,6.6,7.1,6.433333333,8.1,8.5,7.6,8.066666667,8.066666667,-10.16666667,10,80,10,0,0,1,0,0,,7.5,44.895,0,1,1,0,1.666667,-1.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10B,10,B,Shade,M.minima,Solo,M.minima.Solo,M.minima.Solo.Shade,M.minima.Shade.10,10B.M.minima.Solo,0,45,55,55,NA,16,25,20,22.5,0.409090909,I,NA,NA,13.5,12,16.9,14.13333333,12.5,12,12,13.5,12.5,20.3,14.4,20.3,18.33333333,15.9,16.4,14.9,15.73333333,15.73333333,5.6,6.6,7.1,6.433333333,4.1,5.1,4.6,4.6,4.6,-7.9,0,20,80,0,0,1,0,0,,7.5,44.895,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10B,10,B,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.10,10B.P.canescens.Solo,0,250,260,260,NA,4,8,2,5,0.019230769,I,NA,NA,13.5,12,16.9,14.13333333,16.56666667,16.4,17.4,15.9,16.56666667,20.3,14.4,20.3,18.33333333,18.4,20.8,21.8,20.33333333,20.33333333,5.6,6.6,7.1,6.433333333,2.5,5.6,6.6,4.9,4.9,-11.66666667,0,90,10,0,0,1,0,0,,7.5,44.895,0,35,21,613,639.25,-26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10B,10,B,Shade,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Shade,T.cyanopetala.Shade.10,10B.T.cyanopetala.Solo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,12,16.9,14.13333333,14.4,13.9,13.9,15.4,14.4,20.3,14.4,20.3,18.33333333,13,15.4,17.9,15.43333333,15.43333333,5.6,6.6,7.1,6.433333333,5.6,5.6,5.1,5.433333333,5.433333333,-8.966666667,60,0,0,30,0,1,10,0,,7.5,44.895,0,0,0,0,21,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10C,10,C,Shade,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Shade,A.calendula.Shade.10,10C.A.calendula.Solo,0,120,110,110,NA,110,80,80,80,0.727272727,B,NA,NA,17.9,21.3,15.9,18.36666667,16.4,16.9,16.9,15.4,16.4,18.4,19.3,24.3,20.66666667,18.9,19.3,22.8,20.33333333,20.33333333,10,12.5,9,10.5,8.1,8.5,8.5,8.366666667,8.366666667,-8.033333333,100,0,0,0,0,0,0,0,,11.5,42.4,0,5,5,190,274,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10C,10,C,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.10,10C.H.glutinosum.Solo,0,35,5,5,NA,8,6,5,5.5,1.1,D,NA,NA,17.9,21.3,15.9,18.36666667,19.16666667,19.3,18.4,19.8,19.16666667,18.4,19.3,24.3,20.66666667,21.3,21.8,21.3,21.46666667,21.46666667,10,12.5,9,10.5,12,13,13,12.66666667,12.66666667,-6.5,100,0,0,0,0,0,0,0,,11.5,42.4,0,0,0,0,1.666667,-1.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
