Site,Plot.ID,Species.combo,Plot.Species,Replicate,Treatment,Species,Date,days.after.7aug,Waitzia.Density,Count,Photo,Notes,Budding,Budding.flowering,Flowering,Flowering.seeding,Seeding,Shortest,Tallest,Random1,Random2,Random3,Random4,Random5,Random6,Random7,Random8
3,W14,W,W,14,Monoculture,W.acuminata,17/12/2013,115,Low,1,8593,,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W15,W,W,15,Monoculture,W.acuminata,17/12/2013,115,High,10,8594,,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W16,W,W,16,Monoculture,W.acuminata,17/12/2013,115,High,13,8600,,0,0,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W17,W,W,17,Monoculture,W.acuminata,17/12/2013,115,Extra high,17,8601,,0,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W17,W,W,17,Monoculture,W.acuminata,17/12/2013,115,Extra high,17,8601,,0,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W18,W,W,18,Monoculture,W.acuminata,17/12/2013,115,Extra high,18,8602,,0,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W18,W,W,18,Monoculture,W.acuminata,17/12/2013,115,Extra high,18,8602,,0,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W19,W,W,19,Monoculture,W.acuminata,17/12/2013,115,Low,5,8611,,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W21,W,W,21,Monoculture,W.acuminata,17/12/2013,115,High,16,8614,,0,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W7,W,W,7,Monoculture,W.acuminata,17/12/2013,115,Extra high,15,,,0,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W8,W,W,8,Monoculture,W.acuminata,17/12/2013,115,Extra high,20,8585,,0,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA1,WA,W,1,Mixture,W.acuminata,17/12/2013,115,Low,8,8577,,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA10,WA,W,10,Mixture,W.acuminata,17/12/2013,115,High,15,8613,,0,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA2,WA,W,2,Mixture,W.acuminata,17/12/2013,115,Low,11,8583,,0,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA3,WA,W,3,Mixture,W.acuminata,17/12/2013,115,Low,2,8584,,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA4,WA,W,4,Mixture,W.acuminata,17/12/2013,115,Low,11,8595,,0,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA5,WA,W,5,Mixture,W.acuminata,17/12/2013,115,High,15,8596,,0,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA6,WA,W,6,Mixture,W.acuminata,17/12/2013,115,High,19,8597,,0,0,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA7,WA,W,7,Mixture,W.acuminata,17/12/2013,115,Low,8,8598,,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA8,WA,W,8,Mixture,W.acuminata,17/12/2013,115,High,14,8599,,0,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA9,WA,W,9,Mixture,W.acuminata,17/12/2013,115,High,15,8612,,0,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
