Block,Transect,Pair,Plot.ID,Treatment,Species,Count,Exotic.count,Exotic,Date,Growth.form,Plant.rep,Plant.biomass,Total.biomass.g,Mean.biomass.perindivid.g,Dist.to.tree,Mean.SM,Meancanopy.NWE,t1.phosphorus,t2.phosphorus,t1.nitrate,t2.nitrate,t1.ph.h2o,t2.ph.h2o
13,S,1,13.S.1.L,Litter,H.glabra,1,1,1,6-Oct-13,Annual.forb,1,1.0709,1.0709,1.0709,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,4,13.S.4.L,Litter,H.glabra,1,1,1,6-Oct-13,Annual.forb,1,1.2296,1.2296,1.2296,2.6,5.333333333,67.76,2,2,4,2,5.3,5.6
13,S,5,13.S.5.C,Control,H.glabra,2,2,1,6-Oct-13,Annual.forb,NA,NA,2.83,1.415,0.9,6.333333333,60.82666667,3,3,1,2,5,5.3
13,S,5,13.S.5.L,Litter,H.glabra,1,1,1,6-Oct-13,Annual.forb,1,0.8981,0.8981,0.8981,0.9,6.666666667,91.33333333,4,2,6,2,5.1,4.9
14,N,1,14.N.1.L,Litter,H.glabra,2,2,1,5-Oct-13,Annual.forb,1,0.0315,0.3789,0.18945,13,3,12.98666667,3,4,1,13,6.3,6.2
14,N,1,14.N.1.L,Litter,H.glabra,2,2,1,5-Oct-13,Annual.forb,2,0.3474,0.3789,0.18945,13,3,12.98666667,3,4,1,13,6.3,6.2
14,N,2,14.N.2.C,Control,H.glabra,2,2,1,5-Oct-13,Annual.forb,1,0.3464,0.7329,0.36645,11,3,7.44,4,10,2,3,6.1,6
14,N,2,14.N.2.C,Control,H.glabra,2,2,1,5-Oct-13,Annual.forb,2,0.3865,0.7329,0.36645,11,3,7.44,4,10,2,3,6.1,6
14,S,1,14.S.1.L,Litter,H.glabra,1,1,1,4-Oct-13,Annual.forb,1,0.3859,0.3859,0.3859,13,3,1.546666667,2,4,3,2,5.7,5.4
14,S,2,14.S.2.L,Litter,H.glabra,2,2,1,4-Oct-13,Annual.forb,1,0.0775,0.1329,0.06645,11,4,5.013333333,3,2,5,3,5.8,5.3
14,S,2,14.S.2.L,Litter,H.glabra,2,2,1,4-Oct-13,Annual.forb,2,0.0554,0.1329,0.06645,11,4,5.013333333,3,2,5,3,5.8,5.3
14,S,3,14.S.3.C,Control,H.glabra,2,2,1,5-Oct-13,Annual.forb,1,0.1293,0.5543,0.27715,9,4,10.90666667,4,2,4,3,5.5,5.2
14,S,3,14.S.3.C,Control,H.glabra,2,2,1,5-Oct-13,Annual.forb,2,0.425,0.5543,0.27715,9,4,10.90666667,4,2,4,3,5.5,5.2
14,S,3,14.S.3.L,Litter,H.glabra,1,1,1,4-Oct-13,Annual.forb,1,0.3371,0.3371,0.3371,9,4,9.866666667,3,2,5,2,5.5,5.3
14,S,4,14.S.4.C,Control,H.glabra,2,2,1,5-Oct-13,Annual.forb,1,0.0559,0.1136,0.0568,5.5,3,37.25333333,2,2,3,1,5.4,5.6
14,S,4,14.S.4.C,Control,H.glabra,2,2,1,5-Oct-13,Annual.forb,2,0.0577,0.1136,0.0568,5.5,3,37.25333333,2,2,3,1,5.4,5.6
14,S,4,14.S.4.L,Litter,H.glabra,1,1,1,5-Oct-13,Annual.forb,1,0.1671,0.1671,0.1671,5.5,4,41.06666667,4,2,6,3,5.5,5.4
15,N,3,15.N.3.L,Litter,H.glabra,1,1,1,3-Oct-13,Annual.forb,1,0.0498,0.0498,0.0498,6,4,36.21333333,2,2,2,2,5.6,5.5
16,N,4,16.N.4.L,Litter,H.glabra,1,1,1,1-Oct-13,Annual.forb,1,0.1478,0.1478,0.1478,3,4,35.52,4,4,5,3,5.5,5.3
10,N,2,10.N.2.L,Litter,H.pilifera,3,0,0,2-Oct-13,Annual.forb,NA,NA,0.1688,0.056266667,9.5,4,32.74666667,13,6,7,8,6.6,6.5
10,S,3,10.S.3.L,Litter,H.pilifera,1,0,0,2-Oct-13,Annual.forb,1,0.0679,0.0679,0.0679,7.5,5.666666667,41.06666667,7,2,4,2,6.5,6.6
10,S,5,10.S.5.C,Control,H.pilifera,1,0,0,2-Oct-13,Annual.forb,1,0.0339,0.0339,0.0339,3.5,4,77.81333333,5,4,7,4,6.6,6.8
10,N,1,10.N.1.C,Control,L.arvensis,3,3,1,2-Oct-13,Annual.forb,NA,NA,0.0137,0.004566667,11.5,4.333333333,18.18666667,4,2,10,4,6.5,6.3
10,N,3,10.N.3.L,Litter,L.arvensis,3,3,1,2-Oct-13,Annual.forb,NA,NA,0.0861,0.0287,7.5,4,45.57333333,6,3,7,3,6.7,6.5
10,N,4,10.N.4.L,Litter,L.arvensis,6,6,1,2-Oct-13,Annual.forb,NA,NA,0.7293,0.7293,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
10,N,5,10.N.5.C,Control,L.arvensis,42,42,1,2-Oct-13,Annual.forb,NA,NA,1.0662,0.025385714,2.5,4,78.85333333,7,8,7,21,6.9,6.5
10,S,3,10.S.3.C,Control,L.arvensis,1,1,1,2-Oct-13,Annual.forb,1,0.0299,0.0299,0.0299,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,4,10.S.4.C,Control,L.arvensis,2,2,1,2-Oct-13,Annual.forb,NA,NA,0.0348,0.0174,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,5,10.S.5.C,Control,L.arvensis,1,1,1,2-Oct-13,Annual.forb,1,0.051,0.051,0.051,3.5,4,77.81333333,5,4,7,4,6.6,6.8
11,N,1,11.N.1.C,Control,L.arvensis,9,9,1,4-Oct-13,Annual.forb,NA,NA,0.2376,0.0264,13.6,3.666666667,26.85333333,4,2,6,3,6.3,6.8
11,N,1,11.N.1.L,Litter,L.arvensis,4,4,1,4-Oct-13,Annual.forb,NA,NA,0.0319,0.007975,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,2,11.N.2.C,Control,L.arvensis,2,2,1,4-Oct-13,Annual.forb,NA,NA,0.1655,0.08275,12.1,3.333333333,22,4,2,7,2,6.1,6.4
11,N,5,11.N.5.L,Litter,L.arvensis,5,5,1,4-Oct-13,Annual.forb,NA,NA,0.4147,0.08294,3.5,4,78.85333333,7,6,5,6,6.4,6.3
14,N,4,14.N.4.C,Control,L.arvensis,1,1,1,5-Oct-13,Annual.forb,1,0.0354,0.0354,0.0354,4,4,40.02666667,10,4,95,6,5.6,5.9
14,N,5,14.N.5.C,Control,L.arvensis,1,1,1,5-Oct-13,Annual.forb,1,0.0618,0.0618,0.0618,2,3.666666667,70.18666667,7,7,4,35,6.1,7.4
14,N,5,14.N.5.L,Litter,L.arvensis,2,2,1,5-Oct-13,Annual.forb,1,0.0252,1.8189,0.90945,2,4.333333333,62.21333333,10,13,13,49,5.6,5.8
14,N,5,14.N.5.L,Litter,L.arvensis,2,2,1,5-Oct-13,Annual.forb,2,1.7937,1.8189,0.90945,2,4.333333333,62.21333333,10,13,13,49,5.6,5.8
14,S,5,14.S.5.C,Control,L.arvensis,45,45,1,5-Oct-13,Annual.forb,NA,NA,0.3041,0.006757778,2,6.666666667,71.92,3,3,2,7,6.2,6.3
14,S,5,14.S.5.L,Litter,L.arvensis,58,58,1,5-Oct-13,Annual.forb,NA,NA,0.7371,0.012708621,2,5.333333333,71.92,5,5,5,11,6,5.8
14,S,5,14.S.5.C,Control,L.gibbosa,1,0,0,5-Oct-13,Annual.forb,1,0.0083,0.0083,0.0083,2,6.666666667,71.92,3,3,2,7,6.2,6.3
15,S,4,15.S.4.C,Control,L.gibbosa,1,0,0,3-Oct-13,Annual.forb,1,0.0056,0.0056,0.0056,5,5.666666667,82.32,4,3,6,2,5.9,6.1
15,S,5,15.S.5.C,Control,L.gibbosa,1,0,0,3-Oct-13,Annual.forb,1,0.0238,0.0238,0.0238,3,5.333333333,85.44,14,6,11,5,5.9,5.8
10,N,5,10.N.5.C,Control,M.crystallinum,1,1,1,2-Oct-13,Annual.forb,1,1.379,1.379,1.379,2.5,4,78.85333333,7,8,7,21,6.9,6.5
13,N,5,13.N.5.L,Litter,M.monstrosus,1,1,1,6-Oct-13,Annual.forb,1,1.2155,1.2155,1.2155,0.9,5,71.57333333,2,3,4,4,4.9,5.1
16,N,4,16.N.4.C,Control,M.monstrosus,1,1,1,1-Oct-13,Annual.forb,1,2.27,2.27,2.27,3,3.666666667,32.05333333,3,2,2,2,5.3,5.7
10,N,1,10.N.1.L,Litter,Millotia.sp,9,0,0,2-Oct-13,Annual.forb,NA,NA,0.2772,0.0308,11.5,3.666666667,24.77333333,5,3,6,4,6.9,6.9
10,N,2,10.N.2.C,Control,Millotia.sp,6,0,0,2-Oct-13,Annual.forb,NA,NA,1.0836,0.1806,9.5,4,26.85333333,7,6,8,11,7,6.6
10,N,2,10.N.2.L,Litter,Millotia.sp,2,0,0,2-Oct-13,Annual.forb,1,0.0122,0.0393,0.01965,9.5,4,32.74666667,13,6,7,8,6.6,6.5
10,N,2,10.N.2.L,Litter,Millotia.sp,2,0,0,2-Oct-13,Annual.forb,2,0.0271,0.0393,0.01965,9.5,4,32.74666667,13,6,7,8,6.6,6.5
10,N,3,10.N.3.C,Control,Millotia.sp,2,0,0,2-Oct-13,Annual.forb,NA,NA,0.0194,0.0097,7.5,4,42.10666667,7,2,8,5,7.1,7.1
10,N,4,10.N.4.C,Control,Millotia.sp,14,0,0,2-Oct-13,Annual.forb,NA,NA,0.1688,0.012057143,3.5,3.666666667,77.12,14,5,23,88,6.6,6.6
10,N,4,10.N.4.L,Litter,Millotia.sp,16,0,0,2-Oct-13,Annual.forb,NA,NA,0.5637,0.03523125,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
10,N,5,10.N.5.C,Control,Millotia.sp,93,0,0,2-Oct-13,Annual.forb,NA,NA,1.5225,0.016370968,2.5,4,78.85333333,7,8,7,21,6.9,6.5
10,N,5,10.N.5.L,Litter,Millotia.sp,3,0,0,2-Oct-13,Annual.forb,NA,NA,0.0627,0.0209,2.5,4,77.46666667,22,7,31,12,6.7,6.6
10,S,4,10.S.4.C,Control,Millotia.sp,9,0,0,2-Oct-13,Annual.forb,NA,NA,0.1111,0.012344444,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.L,Litter,Millotia.sp,1,0,0,2-Oct-13,Annual.forb,1,0.0117,0.0117,0.0117,4.5,5,58.4,6,5,4,4,6.3,6.2
10,S,5,10.S.5.C,Control,Millotia.sp,24,0,0,2-Oct-13,Annual.forb,NA,NA,0.6211,0.025879167,3.5,4,77.81333333,5,4,7,4,6.6,6.8
10,S,5,10.S.5.L,Litter,Millotia.sp,1,0,0,2-Oct-13,Annual.forb,1,0.0419,0.0419,0.0419,3.5,6,69.49333333,10,6,6,14,6.8,6.7
11,N,1,11.N.1.L,Litter,Millotia.sp,2,0,0,4-Oct-13,Annual.forb,NA,NA,0.0331,0.01655,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,2,11.N.2.L,Litter,Millotia.sp,2,0,0,4-Oct-13,Annual.forb,1,0.0249,0.037,0.0185,12.1,4,18.53333333,4,2,6,4,6.5,6.3
11,N,2,11.N.2.L,Litter,Millotia.sp,2,0,0,4-Oct-13,Annual.forb,2,0.0121,0.037,0.0185,12.1,4,18.53333333,4,2,6,4,6.5,6.3
11,N,3,11.N.3.C,Control,Millotia.sp,8,0,0,4-Oct-13,Annual.forb,NA,NA,0.2043,0.0255375,10.3,3,22.34666667,6,3,13,2,6.1,6.4
11,N,3,11.N.3.L,Litter,Millotia.sp,7,0,0,4-Oct-13,Annual.forb,NA,NA,0.3399,0.048557143,10.3,3.666666667,16.8,6,3,16,3,6.2,6.3
11,N,4,11.N.4.C,Control,Millotia.sp,132,0,0,4-Oct-13,Annual.forb,NA,NA,2.18,0.016515152,5.6,3,55.28,9,5,4,20,6.5,6.3
11,N,4,11.N.4.L,Litter,Millotia.sp,23,0,0,4-Oct-13,Annual.forb,NA,NA,1.0737,0.046682609,5.6,3,69.84,11,10,27,25,5.9,5.9
11,N,5,11.N.5.C,Control,Millotia.sp,34,0,0,4-Oct-13,Annual.forb,NA,NA,1.56,0.047272727,3.5,3.333333333,79.54666667,11,5,8,8,6.1,6.2
11,N,5,11.N.5.L,Litter,Millotia.sp,34,0,0,4-Oct-13,Annual.forb,NA,NA,1.5707,0.046197059,3.5,4,78.85333333,7,6,5,6,6.4,6.3
11,S,1,11.S.1.C,Control,Millotia.sp,1,0,0,4-Oct-13,Annual.forb,1,0.0203,0.0203,0.0203,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.L,Litter,Millotia.sp,1,0,0,4-Oct-13,Annual.forb,1,0.0123,0.0123,0.0123,13.2,4,2.933333333,3,2,3,2,6.2,5.8
11,S,2,11.S.2.C,Control,Millotia.sp,8,0,0,4-Oct-13,Annual.forb,NA,NA,0.3423,0.0427875,11.2,3.666666667,6.053333333,3,2,3,2,5.9,5.7
11,S,3,11.S.3.C,Control,Millotia.sp,1,0,0,4-Oct-13,Annual.forb,1,0.0156,0.0156,0.0156,10,3,11.6,4,2,2,2,6,5.9
11,S,3,11.S.3.L,Litter,Millotia.sp,2,0,0,4-Oct-13,Annual.forb,1,0.0171,0.0232,0.0116,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,Millotia.sp,2,0,0,4-Oct-13,Annual.forb,2,0.0061,0.0232,0.0116,10,3,9.52,3,2,2,2,6.2,5.9
11,S,4,11.S.4.C,Control,Millotia.sp,1,0,0,4-Oct-13,Annual.forb,1,0.0571,0.0571,0.0571,5.3,3.333333333,45.22666667,6,6,5,19,5.1,5.3
11,S,4,11.S.4.L,Litter,Millotia.sp,14,0,0,4-Oct-13,Annual.forb,NA,NA,0.3175,0.022678571,5.3,4.333333333,41.06666667,7,3,6,1,5.7,5.7
11,S,5,11.S.5.L,Litter,Millotia.sp,1,0,0,4-Oct-13,Annual.forb,1,0.1113,0.1113,0.1113,3.3,4.333333333,69.84,13,13,13,9,5.8,6.1
14,N,1,14.N.1.C,Control,Millotia.sp,16,0,0,5-Oct-13,Annual.forb,NA,NA,1.4008,0.08755,13,3,16.45333333,3,4,4,5,5.9,5.8
14,N,1,14.N.1.L,Litter,Millotia.sp,3,0,0,5-Oct-13,Annual.forb,NA,NA,0.2162,0.072066667,13,3,12.98666667,3,4,1,13,6.3,6.2
14,N,2,14.N.2.C,Control,Millotia.sp,2,0,0,5-Oct-13,Annual.forb,NA,NA,0.1729,0.08645,11,3,7.44,4,10,2,3,6.1,6
14,N,2,14.N.2.L,Litter,Millotia.sp,4,0,0,5-Oct-13,Annual.forb,1,0.0086,0.263,0.06575,11,3,24.08,3,2,1,2,6.3,6.1
14,N,2,14.N.2.L,Litter,Millotia.sp,4,0,0,5-Oct-13,Annual.forb,2,0.0134,0.263,0.06575,11,3,24.08,3,2,1,2,6.3,6.1
14,N,2,14.N.2.L,Litter,Millotia.sp,4,0,0,5-Oct-13,Annual.forb,3,0.099,0.263,0.06575,11,3,24.08,3,2,1,2,6.3,6.1
14,N,2,14.N.2.L,Litter,Millotia.sp,4,0,0,5-Oct-13,Annual.forb,4,0.142,0.263,0.06575,11,3,24.08,3,2,1,2,6.3,6.1
14,N,3,14.N.3.C,Control,Millotia.sp,3,0,0,5-Oct-13,Annual.forb,NA,NA,0.5618,0.187266667,9,3,25.81333333,7,4,4,45,5.7,5.3
14,N,3,14.N.3.L,Litter,Millotia.sp,12,0,0,5-Oct-13,Annual.forb,NA,NA,0.5927,0.049391667,9,3,23.73333333,6,4,5,5,6.3,6.1
14,N,4,14.N.4.L,Litter,Millotia.sp,1,0,0,5-Oct-13,Annual.forb,1,0.0136,0.0136,0.0136,4,4.666666667,43.49333333,6,5,11,7,6.2,5.9
14,N,5,14.N.5.C,Control,Millotia.sp,20,0,0,5-Oct-13,Annual.forb,NA,NA,0.953,0.04765,2,3.666666667,70.18666667,7,7,4,35,6.1,7.4
14,N,5,14.N.5.L,Litter,Millotia.sp,1,0,0,5-Oct-13,Annual.forb,1,0.1581,0.1581,0.1581,2,4.333333333,62.21333333,10,13,13,49,5.6,5.8
10,S,3,10.S.3.C,Control,N.rotundifolia,2,0,0,2-Oct-13,Annual.forb,NA,NA,0.0202,0.0101,7.5,4,43.49333333,6,2,5,1,6.5,6.3
11,S,5,11.S.5.C,Control,NA,NA,NA,NA,4-Oct-13,NA,NA,NA,NA,NA,3.3,4,50.42666667,4,6,2,3,5.9,6
13,N,5,13.N.5.C,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA
14,S,1,14.S.1.C,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
15,N,2,15.N.2.L,Litter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,19.22666667,3,9,3,20,5,5.5
15,N,4,15.N.4.C,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,51.81333333,3,4,2,3,5.3,5.3
15,N,4,15.N.4.L,Litter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,46.61333333,3,5,2,5,5.5,5.8
15,N,5,15.N.5.C,Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.333333333,80.58666667,21,9,10,3,6.1,5.7
15,N,5,15.N.5.L,Litter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.666666667,80.93333333,8,8,4,14,5.7,5.7
15,S,4,15.S.4.L,Litter,NA,NA,NA,NA,3-Oct-13,NA,NA,NA,NA,NA,5,5.333333333,83.70666667,6,6,19,25,5.5,5.6
16,N,2,16.N.2.C,Control,NA,NA,NA,NA,1-Oct-13,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
13,S,1,13.S.1.C,Control,P.airoides,6,6,1,6-Oct-13,Annual.grass,NA,NA,0.7198,0.119966667,7.1,3.666666667,2.24,3,2,1,5,5.6,5.4
13,S,4,13.S.4.C,Control,P.airoides,5,5,1,6-Oct-13,Annual.grass,NA,NA,2.75,0.55,2.6,4.666666667,61.17333333,2,2,1,3,5.9,4.9
13,S,4,13.S.4.L,Litter,P.airoides,8,8,1,6-Oct-13,Annual.grass,NA,NA,1.26,0.1575,2.6,5.333333333,67.76,2,2,4,2,5.3,5.6
15,N,1,15.N.1.C,Control,P.airoides,1,1,1,3-Oct-13,Annual.grass,1,0.2168,0.2168,0.2168,10,3.333333333,7.093333333,4,4,4,2,5.1,5
16,N,5,16.N.5.C,Control,P.airoides,5,5,1,1-Oct-13,Annual.grass,NA,NA,0.6918,0.13836,1,4,93.06666667,6,9,3,23,5.4,5.4
16,S,1,16.S.1.C,Control,P.airoides,34,34,1,1-Oct-13,Annual.grass,NA,NA,1.01,0.029705882,9,4.333333333,0.16,4,2,4,4,5.9,6.3
16,S,1,16.S.1.L,Litter,P.airoides,23,23,1,1-Oct-13,Annual.grass,NA,NA,0.9951,0.043265217,9,4,0.16,3,3,8,4,6.2,6.6
16,S,2,16.S.2.C,Control,P.airoides,82,82,1,1-Oct-13,Annual.grass,NA,NA,1.634,0.019926829,7,4,0.853333333,5,2,6,1,6,6
10,N,5,10.N.5.C,Control,P.angustifolia,1,0,0,2-Oct-13,Annual.forb,1,0.0512,0.0512,0.0512,2.5,4,78.85333333,7,8,7,21,6.9,6.5
10,N,2,10.N.2.L,Litter,P.canescens,2,0,0,2-Oct-13,Annual.forb,1,0.361,2.2657,1.13285,9.5,4,32.74666667,13,6,7,8,6.6,6.5
10,N,2,10.N.2.L,Litter,P.canescens,2,0,0,2-Oct-13,Annual.forb,2,1.9047,2.2657,1.13285,9.5,4,32.74666667,13,6,7,8,6.6,6.5
10,N,3,10.N.3.C,Control,P.canescens,1,0,0,2-Oct-13,Annual.forb,1,1.605,1.605,1.605,7.5,4,42.10666667,7,2,8,5,7.1,7.1
10,N,3,10.N.3.L,Litter,P.canescens,1,0,0,2-Oct-13,Annual.forb,1,0.2118,0.2118,0.2118,7.5,4,45.57333333,6,3,7,3,6.7,6.5
10,N,4,10.N.4.L,Litter,P.canescens,1,0,0,2-Oct-13,Annual.forb,1,1.0669,1.0669,1.0669,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
11,N,1,11.N.1.C,Control,P.canescens,1,0,0,4-Oct-13,Annual.forb,1,0.3251,0.3251,0.3251,13.6,3.666666667,26.85333333,4,2,6,3,6.3,6.8
11,N,2,11.N.2.L,Litter,P.canescens,2,0,0,4-Oct-13,Annual.forb,1,0.1869,0.2758,0.1379,12.1,4,18.53333333,4,2,6,4,6.5,6.3
11,N,2,11.N.2.L,Litter,P.canescens,2,0,0,4-Oct-13,Annual.forb,2,0.0889,0.2758,0.1379,12.1,4,18.53333333,4,2,6,4,6.5,6.3
14,N,1,14.N.1.C,Control,P.canescens,1,0,0,5-Oct-13,Annual.forb,1,0.6079,0.6079,0.6079,13,3,16.45333333,3,4,4,5,5.9,5.8
14,N,3,14.N.3.L,Litter,P.canescens,1,0,0,5-Oct-13,Annual.forb,1,0.3222,0.3222,0.3222,9,3,23.73333333,6,4,5,5,6.3,6.1
14,S,4,14.S.4.C,Control,P.canescens,1,0,0,5-Oct-13,Annual.forb,1,2.2874,2.2874,2.2874,5.5,3,37.25333333,2,2,3,1,5.4,5.6
16,S,3,16.S.3.C,Control,P.canescens,1,0,0,1-Oct-13,Annual.forb,1,0.1044,0.1044,0.1044,5,4.666666667,61.52,3,2,4,2,5.8,6
16,S,3,16.S.3.L,Litter,P.canescens,1,0,0,1-Oct-13,Annual.forb,1,0.3175,0.3175,0.3175,5,6,25.12,3,2,2,3,6,6.1
10,N,1,10.N.1.L,Litter,P.gnaphaloides,1,0,0,2-Oct-13,Annual.forb,1,1.3327,1.3327,1.3327,11.5,3.666666667,24.77333333,5,3,6,4,6.9,6.9
10,S,1,10.S.1.C,Control,P.latifolia,2,2,1,2-Oct-13,Annual.forb,NA,NA,0.0177,0.00885,11.5,5,20.26666667,3,2,4,4,6.5,6.5
10,S,2,10.S.2.C,Control,P.latifolia,2,2,1,2-Oct-13,Annual.forb,1,0.01,0.0137,0.00685,9.5,5,28.58666667,2,2,1,1,6.4,6.8
10,S,2,10.S.2.C,Control,P.latifolia,2,2,1,2-Oct-13,Annual.forb,2,0.0037,0.0137,0.00685,9.5,5,28.58666667,2,2,1,1,6.4,6.8
10,N,1,10.N.1.C,Control,P.lessonii,2,0,0,2-Oct-13,Annual.forb,1,0.0831,0.151,0.0755,11.5,4.333333333,18.18666667,4,2,10,4,6.5,6.3
10,N,1,10.N.1.C,Control,P.lessonii,2,0,0,2-Oct-13,Annual.forb,2,0.0679,0.151,0.0755,11.5,4.333333333,18.18666667,4,2,10,4,6.5,6.3
10,S,1,10.S.1.L,Litter,P.lessonii,1,0,0,2-Oct-13,Annual.forb,1,0.0096,0.0096,0.0096,11.5,5,18.18666667,4,3,9,2,6.4,6.4
10,S,2,10.S.2.L,Litter,P.lessonii,3,0,0,2-Oct-13,Annual.forb,1,0.003,0.0214,0.007133333,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,2,10.S.2.L,Litter,P.lessonii,3,0,0,2-Oct-13,Annual.forb,2,0.0042,0.0214,0.007133333,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,2,10.S.2.L,Litter,P.lessonii,3,0,0,2-Oct-13,Annual.forb,3,0.0142,0.0214,0.007133333,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,3,10.S.3.L,Litter,P.lessonii,1,0,0,2-Oct-13,Annual.forb,1,0.0282,0.0282,0.0282,7.5,5.666666667,41.06666667,7,2,4,2,6.5,6.6
11,S,1,11.S.1.C,Control,P.lessonii,6,0,0,4-Oct-13,Annual.forb,1,0.0347,0.3168,0.0528,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,P.lessonii,6,0,0,4-Oct-13,Annual.forb,2,0.0916,0.3168,0.0528,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,P.lessonii,6,0,0,4-Oct-13,Annual.forb,3,0.0238,0.3168,0.0528,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,P.lessonii,6,0,0,4-Oct-13,Annual.forb,4,0.0425,0.3168,0.0528,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,P.lessonii,6,0,0,4-Oct-13,Annual.forb,5,0.0702,0.3168,0.0528,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,P.lessonii,6,0,0,4-Oct-13,Annual.forb,6,0.054,0.3168,0.0528,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.L,Litter,P.lessonii,2,0,0,4-Oct-13,Annual.forb,1,0.0624,0.0722,0.0361,13.2,4,2.933333333,3,2,3,2,6.2,5.8
11,S,1,11.S.1.L,Litter,P.lessonii,2,0,0,4-Oct-13,Annual.forb,2,0.0148,0.0722,0.0361,13.2,4,2.933333333,3,2,3,2,6.2,5.8
11,S,2,11.S.2.C,Control,P.lessonii,4,0,0,4-Oct-13,Annual.forb,1,0.0109,0.0929,0.023225,11.2,3.666666667,6.053333333,3,2,3,2,5.9,5.7
11,S,2,11.S.2.C,Control,P.lessonii,4,0,0,4-Oct-13,Annual.forb,2,0.005,0.0929,0.023225,11.2,3.666666667,6.053333333,3,2,3,2,5.9,5.7
11,S,2,11.S.2.C,Control,P.lessonii,4,0,0,4-Oct-13,Annual.forb,3,0.042,0.0929,0.023225,11.2,3.666666667,6.053333333,3,2,3,2,5.9,5.7
11,S,2,11.S.2.C,Control,P.lessonii,4,0,0,4-Oct-13,Annual.forb,4,0.035,0.0929,0.023225,11.2,3.666666667,6.053333333,3,2,3,2,5.9,5.7
11,S,2,11.S.2.L,Litter,P.lessonii,9,0,0,4-Oct-13,Annual.forb,1,0.0418,0.8752,0.097244444,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,2,11.S.2.L,Litter,P.lessonii,9,0,0,4-Oct-13,Annual.forb,2,0.0291,0.8752,0.097244444,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,2,11.S.2.L,Litter,P.lessonii,9,0,0,4-Oct-13,Annual.forb,3,0.0079,0.8752,0.097244444,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,2,11.S.2.L,Litter,P.lessonii,9,0,0,4-Oct-13,Annual.forb,4,0.0613,0.8752,0.097244444,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,2,11.S.2.L,Litter,P.lessonii,9,0,0,4-Oct-13,Annual.forb,5,0.0215,0.8752,0.097244444,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,2,11.S.2.L,Litter,P.lessonii,9,0,0,4-Oct-13,Annual.forb,6,0.0297,0.8752,0.097244444,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,2,11.S.2.L,Litter,P.lessonii,9,0,0,4-Oct-13,Annual.forb,7,0.0122,0.8752,0.097244444,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,2,11.S.2.L,Litter,P.lessonii,9,0,0,4-Oct-13,Annual.forb,8,0.0147,0.8752,0.097244444,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,2,11.S.2.L,Litter,P.lessonii,9,0,0,4-Oct-13,Annual.forb,9,0.657,0.8752,0.097244444,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,3,11.S.3.C,Control,P.lessonii,2,0,0,4-Oct-13,Annual.forb,1,0.0205,0.032,0.016,10,3,11.6,4,2,2,2,6,5.9
