genus_id,genus,family
13736,Microlecane,Compositae
13737,Microlejeunea,Lejeuneaceae
13738,Microlepia,Dennstaedtiaceae
13739,Microlepidium,Brassicaceae
13740,Microlepidozia,Lepidoziaceae
13741,Microlepis,Melastomataceae
13742,Microliabum,Compositae
13743,Microlicia,Melastomataceae
13744,Microlobius,Leguminosae
13745,Microloma,Apocynaceae
13746,Microlonchus,Compositae
13747,Microlophopsis,Compositae
13748,Microlophus,Compositae
13749,Micromeles,Rosaceae
13750,Micromelum,Rutaceae
13751,Micromeria,Lamiaceae
13752,Micromitrium,Ephemeraceae
13753,Micromitrium,Orthotrichaceae
13754,Micromonolepis,Amaranthaceae
13755,Micromyrtus,Myrtaceae
13756,Micronychia,Anacardiaceae
13757,Microparacaryum,Boraginaceae
13758,Micropera,Orchidaceae
13759,Micropetalon,Caryophyllaceae
13760,Microphilonotis,Bryaceae
13761,× Microphoenix,Arecaceae
13762,Micropholis,Sapotaceae
13763,Microphyes,Caryophyllaceae
13764,Microphysa,Rubiaceae
13765,Microphyton,Leguminosae
13766,Micropiper,Piperaceae
13767,Micropleura,Apiaceae
13768,Microplumeria,Apocynaceae
13769,Micropodium,Aspleniaceae
13770,Micropolypodium,Polypodiaceae
13771,Micropoma,Funariaceae
13772,Micropora,Lauraceae
13773,Micropsis,Compositae
13774,Micropteris,Polypodiaceae
13775,Micropterum,Aizoaceae
13776,Micropterygium,Lepidoziaceae
13777,Micropuntia,Cactaceae
13778,Micropus,Compositae
13779,Micropyropsis,Poaceae
13780,Micropyrum,Poaceae
13781,Microrhamnus,Rhamnaceae
13782,Microrhynchus,Compositae
13783,Microrphium,Gentianaceae
13784,Microrrhinum,Scrophulariaceae
13785,Microsaccus,Orchidaceae
13786,Microschizaea,Schizaeaceae
13787,Microsciadium,Apiaceae
13788,Microsechium,Cucurbitaceae
13789,Microselinum,Apiaceae
13790,Microseris,Compositae
13791,Microsorum,Polypodiaceae
13792,Microsperma,Loasaceae
13793,Microspermia,Cactaceae
13794,Microspermum,Compositae
13795,Microstachys,Euphorbiaceae
13796,Microstaphyla,Dryopteridaceae
13797,Microstegium,Funariaceae
13798,Microstegium,Poaceae
13799,Microsteira,Malpighiaceae
13800,Microstemma,Apocynaceae
13801,Microstemon,Anacardiaceae
13802,Microsteris,Polemoniaceae
13803,Microstigma,Brassicaceae
13804,Microstrobilus,Acanthaceae
13805,Microstylis,Orchidaceae
13806,Microsyphus,Scrophulariaceae
13807,Microtatorchis,Orchidaceae
13808,Microtea,Phytolaccaceae
13809,Microterangis,Orchidaceae
13810,Microterus,Polypodiaceae
13811,Microthamnium,Hypnaceae
13812,Microtheciella,Microtheciellaceae
13813,Microthelys,Orchidaceae
13814,Microthlaspi,Brassicaceae
13815,Microthuidium,Thuidiaceae
13816,Microtinus,Caprifoliaceae
13817,Microtis,Orchidaceae
13818,Microtoena,Lamiaceae
13819,Microtrichomanes,Hymenophyllaceae
13820,Microtropis,Celastraceae
13821,Microula,Boraginaceae
13822,Microuratea,Ochnaceae
13823,Mida,Santalaceae
13824,Middendorfia,Lythraceae
13825,Miediega,Leguminosae
13826,Miehea,Hylocomiaceae
13827,Mielichhoferia,Bryaceae
13828,Miersia,Amaryllidaceae
13829,Miersiella,Burmanniaceae
13830,Mikania,Compositae
13831,Mikaniopsis,Compositae
13832,Mila,Cactaceae
13833,Mildbraedia,Euphorbiaceae
13834,Mildbraediodendron,Leguminosae
13835,Mildea,Pottiaceae
13836,Mildeella,Pottiaceae
13837,Mildella,Pteridaceae
13838,Milhania,Convolvulaceae
13839,Milicia,Moraceae
13840,Milium,Poaceae
13841,Miliusa,Annonaceae
13842,Milla,Asparagaceae
13843,Millania,Lythraceae
13844,Millefolium,Compositae
13845,Milleria,Compositae
13846,Milletia,Leguminosae
13847,Millettia,Leguminosae
13848,Milligania,Asteliaceae
13849,Millina,Compositae
13850,Millingtonia,Bignoniaceae
13851,Millotia,Compositae
13852,Millspaughia,Polygonaceae
13853,Milnea,Meliaceae
13854,Miltianthus,Zygophyllaceae
13855,Miltitzia,Boraginaceae
13856,Miltonia,Orchidaceae
13857,× Miltonidium,Orchidaceae
13858,Miltonidium,Orchidaceae
13859,Miltoniopsis,Orchidaceae
13860,Mimetanthe,Scrophulariaceae
13861,Mimetes,Proteaceae
13862,Mimetophytum,Aizoaceae
13863,Mimophytum,Boraginaceae
13864,Mimosa,Leguminosae
13865,Mimosopsis,Leguminosae
13866,Mimozyganthus,Leguminosae
13867,Mimulicalyx,Scrophulariaceae
13868,Mimulopsis,Acanthaceae
13869,Mimulus,Phrymaceae
13870,Mimusops,Sapotaceae
13871,Minaria,Apocynaceae
13872,Minasia,Compositae
13873,Minkelersia,Leguminosae
13874,Minquartia,Olacaceae
13875,Minthostachys,Lamiaceae
13876,Minuartia,Caryophyllaceae
13877,Minuria,Compositae
13878,Minythodes,Compositae
13879,Mionandra,Malpighiaceae
13880,Miquelia,Icacinaceae
13881,Miquelina,Loranthaceae
13882,Miqueliopuntia,Cactaceae
13883,Mirabilis,Nyctaginaceae
13884,Miradoria,Compositae
13885,Miraglossum,Apocynaceae
13886,Mirandea,Acanthaceae
13887,Mirasolia,Compositae
13888,Mirbelia,Leguminosae
13889,Mirbella,Leguminosae
13890,Miricacalia,Compositae
13891,Mirkooa,Lythraceae
13892,Mironia,Pottiaceae
13893,Mirtana,Menispermaceae
13894,Misanteca,Lauraceae
13895,Misbrookea,Compositae
13896,Miscanteca,Lauraceae
13897,Miscanthidium,Poaceae
13898,Miscanthus,Poaceae
13899,Mischarytera,Sapindaceae
13900,Mischobulbum,Orchidaceae
13901,Mischocarpus,Sapindaceae
13902,Mischocodon,Sapindaceae
13903,Mischodon,Picrodendraceae
13904,Mischogyne,Annonaceae
13905,Mischopleura,Ericaceae
13906,Miscolobium,Leguminosae
13907,Misodendrum,Misodendraceae
13908,Misopates,Plantaginaceae
13909,Mistyllus,Leguminosae
13910,Mitchella,Rubiaceae
13911,Mitella,Saxifragaceae
13912,Mitellopsis,Saxifragaceae
13913,Mitesia,Polygonaceae
13914,Mithridatea,Monimiaceae
13915,Mitina,Compositae
13916,Mitolepis,Apocynaceae
13917,Mitostax,Leguminosae
13918,Mitostemma,Passifloraceae
13919,Mitostigma,Apocynaceae
13920,Mitracarpus,Rubiaceae
13921,Mitragyna,Rubiaceae
13922,Mitragyne,Loganiaceae
13923,Mitranthes,Myrtaceae
13924,Mitranthus,Scrophulariaceae
13925,Mitrantia,Myrtaceae
13926,Mitraria,Gesneriaceae
13927,Mitrasacme,Loganiaceae
13928,Mitrasacmopsis,Rubiaceae
13929,Mitrastemma,Mitrastemonaceae
13930,Mitrastemon,Mitrastemonaceae
13931,Mitrella,Annonaceae
13932,Mitreola,Loganiaceae
13933,Mitrephora,Annonaceae
13934,Mitriostigma,Rubiaceae
13935,Mitrobryum,Dicranaceae
13936,Mitrocereus,Cactaceae
13937,Mitrophyllum,Aizoaceae
13938,Mittenia,Mitteniaceae
13939,Mittenothamnium,Hypnaceae
13940,Mitthyridium,Calymperaceae
13941,Miyabea,Thuidiaceae
13942,Miyakea,Ranunculaceae
13943,Miyamayomena,Compositae
13944,Mizutania,Mizutaniaceae
13945,Mkilua,Annonaceae
13946,Mnemion,Violaceae
13947,Mnemosilla,Papaveraceae
13948,Mnesiteon,Compositae
13949,Mnesithea,Poaceae
13950,Mniadelphus,Hookeriaceae
13951,Mniarum,Caryophyllaceae
13952,Mniobryoides,Bryaceae
13953,Mniobryum,Bryaceae
13954,Mniochloa,Poaceae
13955,Mniodendron,Hypnodendraceae
13956,Mniodes,Compositae
13957,Mnioloma,Calypogeiaceae
13958,Mniomalia,Phyllodrepaniaceae
13959,Mniopsis,Haplomitriaceae
13960,Mnium,Calypogeiaceae
13961,Mnium,Mniaceae
13962,Moacroton,Euphorbiaceae
13963,Mobilabium,Orchidaceae
13964,Mocinia,Compositae
13965,Mocinnodaphne,Lauraceae
13966,Mocquerysia,Achariaceae
13967,Modanthos,Malvaceae
13968,Modecca,Passifloraceae
13969,Modesta,Convolvulaceae
13970,Modiola,Malvaceae
13971,Modiolastrum,Malvaceae
13972,Moehringia,Caryophyllaceae
13973,Moenchia,Caryophyllaceae
13974,Moenkemeyera,Fissidentaceae
13975,Moerckia,Pallaviciniaceae
13976,Moerenhoutia,Orchidaceae
13977,Moerkensteinia,Compositae
13978,Mogiphanes,Amaranthaceae
13979,Mogoltavia,Apiaceae
13980,Mohavea,Plantaginaceae
13981,Mohlana,Phytolaccaceae
13982,Mohria,Anemiaceae
13983,Mokof,Theaceae
13984,Moldenhauera,Icacinaceae
13985,Moldenhawera,Leguminosae
13986,Molendoa,Pottiaceae
13987,Molina,Euphorbiaceae
13988,Molinadendron,Hamamelidaceae
13989,Molinaea,Sapindaceae
13990,Molineria,Hypoxidaceae
13991,Molinia,Poaceae
13992,Molkenboeria,Goodeniaceae
13993,Mollia,Malvaceae
13994,Mollia,Pottiaceae
13995,Mollinedia,Monimiaceae
13996,Molloya,Proteaceae
13997,Mollugo,Molluginaceae
13998,Molongum,Apocynaceae
13999,Molopanthera,Rubiaceae
14000,Molopospermum,Apiaceae
14001,Molospermum,Apiaceae
14002,Molpadia,Compositae
14003,Moltkia,Boraginaceae
14004,Moltkiopsis,Boraginaceae
14005,Moluccella,Lamiaceae
14006,Momisia,Cannabaceae
14007,Momordica,Cucurbitaceae
14008,Mona,Portulacaceae
14009,Monachanthus,Orchidaceae
14010,Monachather,Poaceae
14011,Monachne,Poaceae
14012,Monachosorella,Dennstaedtiaceae
14013,Monachosorum,Dennstaedtiaceae
14014,Monactis,Compositae
14015,Monadenium,Euphorbiaceae
14016,Monandriella,Podostemaceae
14017,Monanthes,Crassulaceae
14018,Monanthochloe,Poaceae
14019,Monanthocitrus,Rutaceae
14020,Monanthotaxis,Annonaceae
14021,Monarda,Lamiaceae
14022,Monardella,Lamiaceae
14023,Monarrhenus,Compositae
14024,Mondia,Apocynaceae
14025,Monechma,Acanthaceae
14026,Monelasmum,Ochnaceae
14027,Monelytrum,Poaceae
14028,Monencyanthes,Compositae
14029,Monenteles,Compositae
14030,Moneses,Ericaceae
14031,Monetia,Salvadoraceae
14032,Moniera,Plantaginaceae
14033,Moniera,Rutaceae
14034,Monilaria,Aizoaceae
14035,Monilistus,Salicaceae
14036,Monimia,Monimiaceae
14037,Monimiopsis,Monimiaceae
14038,Monimopetalum,Celastraceae
14039,Monizia,Apiaceae
14040,Monnina,Polygalaceae
14041,Monocarpia,Annonaceae
14042,Monocarpus,Monocarpaceae
14043,Monocephalium,Icacinaceae
14044,Monocera,Elaeocarpaceae
14045,Monochaetum,Melastomataceae
14046,Monochasma,Orobanchaceae
14047,Monochilus,Lamiaceae
14048,Monochlaena,Dryopteridaceae
14049,Monochoria,Pontederiaceae
14050,Monoclea,Monocleaceae
14051,Monococcus,Phytolaccaceae
14052,Monocosmia,Portulacaceae
14053,Monocostus,Costaceae
14054,Monocranum,Dicnemonaceae
14055,Monocryphaea,Cryphaeaceae
14056,Monoculus,Compositae
14057,Monocyclanthus,Annonaceae
14058,Monocymbium,Poaceae
14059,Monodactylopsis,Lepidoziaceae
14060,Monodia,Poaceae
14061,Monodora,Annonaceae
14062,Monogereion,Compositae
14063,Monogonia,Thelypteridaceae
14064,Monogramma,Pteridaceae
14065,Monogynella,Convolvulaceae
14066,Monolena,Melastomataceae
14067,Monolepis,Amaranthaceae
14068,Monolluma,Apocynaceae
14069,Monolopia,Compositae
14070,Monomelangium,Athyriaceae
14071,Monomeria,Orchidaceae
14072,Monoon,Annonaceae
14073,Monopera,Plantaginaceae
14074,Monopetalanthus,Leguminosae
14075,Monopholis,Compositae
14076,Monophyllaea,Gesneriaceae
14077,Monophyllanthe,Marantaceae
14078,Monophyllorchis,Orchidaceae
14079,Monoporandra,Dipterocarpaceae
14080,Monoporidium,Ochnaceae
14081,Monoporus,Primulaceae
14082,Monopsis,Campanulaceae
14083,Monopteris,Sapindaceae
14084,Monopteryx,Leguminosae
14085,Monoptilon,Compositae
14086,Monopyle,Gesneriaceae
14087,Monosalpinx,Rubiaceae
14088,Monosemeion,Leguminosae
14089,Monosepalum,Orchidaceae
14090,Monosis,Compositae
14091,Monosolenium,Monosoleniaceae
14092,Monostemma,Apocynaceae
14093,Monostichanthus,Annonaceae
14094,Monostylis,Podostemaceae
14095,Monotagma,Marantaceae
14096,Monotaxis,Euphorbiaceae
14097,Monoteles,Leguminosae
14098,Monotes,Dipterocarpaceae
14099,Monothecium,Acanthaceae
14100,Monothrix,Compositae
14101,Monothylaceum,Apocynaceae
14102,Monotoca,Ericaceae
14103,Monotrema,Rapateaceae
14104,Monotropa,Ericaceae
14105,Monotropastrum,Ericaceae
14106,Monotropsis,Ericaceae
14107,Monsonia,Geraniaceae
14108,Monstera,Araceae
14109,Montagnaea,Compositae
14110,Montanoa,Compositae
14111,Montbretia,Iridaceae
14112,Monteiroa,Malvaceae
14113,Montejacquia,Convolvulaceae
14114,Montezuma,Malvaceae
14115,Montia,Montiaceae
14116,Montiastrum,Montiaceae
14117,Monticalia,Compositae
14118,Montigena,Leguminosae
14119,Montinia,Montiniaceae
14120,Montiopsis,Montiaceae
14121,Montitega,Ericaceae
14122,Montjolya,Boraginaceae
14123,Montolivaea,Orchidaceae
14124,Montrichardia,Araceae
14125,Montrouziera,Clusiaceae
14126,Monttea,Plantaginaceae
14127,Monvillea,Cactaceae
14128,Moonia,Compositae
14129,Moorcroftia,Convolvulaceae
14130,Moquinia,Compositae
14131,Moquiniella,Loranthaceae
14132,Mora,Leguminosae
14133,Moraea,Iridaceae
14134,Moranopteris,Polypodiaceae
14135,Morea,Iridaceae
14136,Morelia,Rubiaceae
14137,Morella,Myricaceae
14138,Morelosia,Boraginaceae
14139,Morelotia,Cyperaceae
14140,Morenoa,Convolvulaceae
14141,Morettia,Brassicaceae
14142,Morgania,Plantaginaceae
14143,Moricandia,Brassicaceae
14144,Moriera,Brassicaceae
14145,Morierina,Rubiaceae
14146,Morilandia,Rosaceae
14147,Morina,Caprifoliaceae
14148,Morinda,Rubiaceae
14149,Morindopsis,Rubiaceae
14150,Moringa,Moringaceae
14151,Morinia,Pottiaceae
14152,Morisia,Brassicaceae
14153,Morisonia,Capparaceae
14154,Morithamnus,Compositae
14155,Moritzia,Boraginaceae
14156,Morkillia,Zygophyllaceae
14157,Mormodes,Orchidaceae
14158,Mormolyca,Orchidaceae
14159,Morna,Compositae
14160,Morocarpus,Urticaceae
14161,Morongia,Leguminosae
14162,Moronobea,Clusiaceae
14163,Morrenia,Apocynaceae
14164,Morsacanthus,Acanthaceae
14165,Mortonia,Celastraceae
14166,Mortoniella,Apocynaceae
14167,Mortoniodendron,Malvaceae
14168,Mortoniopteris,Hymenophyllaceae
14169,Morus,Moraceae
14170,Morysia,Compositae
14171,Mosannona,Annonaceae
14172,Moscharia,Compositae
14173,Moschifera,Compositae
14174,Moschkowitzia,Begoniaceae
14175,Moschopsis,Calyceraceae
14176,Moschosma,Lamiaceae
14177,Mosdenia,Poaceae
14178,Moseniella,Splachnaceae
14179,Mosenodendron,Annonaceae
14180,Mosenthinia,Papaveraceae
14181,Mosheovia,Scrophulariaceae
14182,Mosiera,Myrtaceae
14183,Mosigia,Compositae
14184,Mosla,Lamiaceae
14185,Mosquitoxylum,Anacardiaceae
14186,Mossia,Aizoaceae
14187,Mostacillastrum,Brassicaceae
14188,Mostuea,Gelsemiaceae
14189,Motandra,Apocynaceae
14190,Motherwellia,Araliaceae
14191,Motleyia,Rubiaceae
14192,Moulinsia,Poaceae
14193,Moullava,Leguminosae
14194,Moultonianthus,Euphorbiaceae
14195,Mourera,Podostemaceae
14196,Mouretia,Rubiaceae
14197,Mouriri,Melastomataceae
14198,Mouroucoa,Convolvulaceae
14199,Moussonia,Gesneriaceae
14200,× Moussoniantha,Gesneriaceae
14201,Moutabea,Polygalaceae
14202,Moutouchi,Leguminosae
14203,Moya,Celastraceae
14204,Msuata,Compositae
14205,Mtonia,Compositae
14206,Mucoa,Apocynaceae
14207,Mucronea,Polygonaceae
14208,Mucuna,Leguminosae
14209,Muehlbergella,Campanulaceae
14210,Muehlenbeckia,Polygonaceae
14211,Muellera,Leguminosae
14212,Muelleramra,Melastomataceae
14213,Muelleranthus,Leguminosae
14214,Muellerargia,Cucurbitaceae
14215,Muelleriella,Orthotrichaceae
14216,Muellerina,Loranthaceae
14217,Muellerobryum,Pterobryaceae
14218,Muellerolimon,Plumbaginaceae
14219,Muhlenbergia,Poaceae
14220,Muilla,Asparagaceae
14221,Muiria,Aizoaceae
14222,Muiriantha,Rutaceae
14223,Mukdenia,Saxifragaceae
14224,Mukia,Cucurbitaceae
14225,Muldera,Piperaceae
14226,Mulgedium,Compositae
14227,Mulguraea,Verbenaceae
14228,Mulinum,Apiaceae
14229,Mullaghera,Leguminosae
14230,Multidentia,Rubiaceae
14231,Munbya,Boraginaceae
14232,Munchusia,Malvaceae
14233,Mundia,Polygalaceae
14234,Mundtia,Polygalaceae
14235,Mundulea,Leguminosae
14236,Munnozia,Compositae
14237,Munroa,Poaceae
14238,Munrochloa,Poaceae
14239,Munronia,Meliaceae
14240,Muntingia,Muntingiaceae
14241,Munzothamnus,Compositae
14242,Muraltia,Polygalaceae
14243,Muratina,Amaranthaceae
14244,Murbeckiella,Brassicaceae
14245,Murchisonia,Asparagaceae
14246,Murdannia,Commelinaceae
14247,Muretia,Apiaceae
14248,Murex,Pedaliaceae
14249,Muricaria,Brassicaceae
14250,Muricococcum,Euphorbiaceae
14251,Murraea,Rutaceae
14252,Murraya,Rutaceae
14253,Murrithia,Apiaceae
14254,Murtughas,Lythraceae
14255,Murucuja,Passifloraceae
14256,Musa,Musaceae
14257,Musanga,Urticaceae
14258,Muscadinia,Vitaceae
14259,Muscarella,Orchidaceae
14260,Muscari,Asparagaceae
14261,Muscaria,Saxifragaceae
14262,Muschleria,Compositae
14263,Muscoflorschuetzia,Buxbaumiaceae
14264,Muscoherzogia,Dicranaceae
14265,Museniopsis,Apiaceae
14266,Musenium,Apiaceae
14267,Musgravea,Proteaceae
14268,Musilia,Compositae
14269,Musineon,Apiaceae
14270,Musineum,Apiaceae
14271,Mussaenda,Rubiaceae
14272,Mussaendopsis,Rubiaceae
14273,Musschia,Campanulaceae
14274,Mussinia,Compositae
14275,Musteron,Compositae
14276,Mutafinia,Scrophulariaceae
14277,Mutellina,Apiaceae
14278,Mutisia,Compositae
14279,Mutisiopersea,Lauraceae
14280,Muxiria,Leguminosae
14281,Mwasumbia,Annonaceae
14282,Myagrum,Brassicaceae
14283,Myanmaria,Compositae
14284,Myanthus,Orchidaceae
14285,Mycaranthes,Orchidaceae
14286,Mycerinus,Ericaceae
14287,Mycetanthe,Rafflesiaceae
14288,Mycetia,Rubiaceae
14289,Myconia,Compositae
14290,Myconia,Gesneriaceae
14291,Myctanthes,Compositae
14292,Myctirophora,Leguminosae
14293,Myginda,Celastraceae
14294,Myladenia,Flacourtiaceae
14295,Myllanthus,Rutaceae
14296,Myobroma,Leguminosae
14297,Myodocarpus,Myodocarpaceae
14298,Myonima,Rubiaceae
14299,Myopordon,Compositae
14300,Myoporum,Scrophulariaceae
14301,Myoschilos,Santalaceae
14302,Myosotidium,Boraginaceae
14303,Myosotis,Boraginaceae
14304,Myostemma,Amaryllidaceae
14305,Myosurus,Ranunculaceae
14306,Myoxanthus,Orchidaceae
14307,Myracrodruon,Anacardiaceae
14308,Myrceugenia,Myrtaceae
14309,Myrcia,Myrtaceae
14310,Myrcialeucus,Myrtaceae
14311,Myrcianthes,Myrtaceae
14312,Myrciaria,Myrtaceae
14313,Myriactis,Compositae
14314,Myrialepis,Arecaceae
14315,Myriandra,Clusiaceae
14316,Myrianthus,Urticaceae
14317,Myriaspora,Melastomataceae
14318,Myrica,Myricaceae
14319,Myricanthe,Euphorbiaceae
14320,Myricaria,Tamaricaceae
14321,Myrinia,Onagraceae
14322,Myriocarpa,Urticaceae
14323,Myriocephalus,Compositae
14324,Myriocladus,Poaceae
14325,Myriocolea,Lejeuneaceae
14326,Myriocoleopsis,Lejeuneaceae
14327,Myriodon,Hymenophyllaceae
14328,Myrioneuron,Rubiaceae
14329,Myriophyllum,Haloragaceae
14330,Myriopteris,Pteridaceae
14331,Myriopteron,Apocynaceae
14332,Myriopus,Boraginaceae
14333,Myriorrhynchus,Exormothecaceae
14334,Myriostachya,Poaceae
14335,Myriotheca,Marattiaceae
14336,Myripnois,Compositae
14337,Myristica,Myristicaceae
14338,Myrmechis,Orchidaceae
14339,Myrmecia,Gentianaceae
14340,Myrmecodia,Rubiaceae
14341,Myrmecoides,Rubiaceae
14342,× Myrmecolaelia,Orchidaceae
14343,Myrmecolaelia,Orchidaceae
14344,Myrmeconauclea,Rubiaceae
14345,Myrmecophila,Orchidaceae
14346,Myrmecophila,Polypodiaceae
14347,Myrmecopteris,Polypodiaceae
14348,Myrmecostylum,Hymenophyllaceae
14349,Myrmedone,Melastomataceae
14350,Myrmephytum,Rubiaceae
14351,Myrmidone,Melastomataceae
14352,Myrobalanifera,Combretaceae
14353,Myrobalanus,Combretaceae
14354,Myrocarpus,Leguminosae
14355,Myrosma,Marantaceae
14356,Myrosmodes,Orchidaceae
14357,Myrospermum,Leguminosae
14358,Myrothamnus,Myrothamnaceae
14359,Myroxylon,Leguminosae
14360,Myrrhidendron,Apiaceae
14361,Myrrhidium,Geraniaceae
14362,Myrrhinium,Myrtaceae
14363,Myrrhis,Apiaceae
14364,Myrrhodes,Apiaceae
14365,Myrrhoides,Apiaceae
14366,Myrsine,Primulaceae
14367,Myrtastrum,Myrtaceae
14368,Myrtekmania,Myrtaceae
14369,Myrtella,Myrtaceae
14370,Myrteola,Myrtaceae
14371,× Myrtgerocactus,Cactaceae
14372,Myrtgerocactus,Cactaceae
14373,Myrtillocactus,Cactaceae
14374,Myrtillocereus,Cactaceae
14375,Myrtillus,Ericaceae
14376,Myrtophyllum,Bixaceae
14377,Myrtopsis,Rutaceae
14378,Myrtus,Myrtaceae
14379,Mysanthus,Leguminosae
14380,Myscolus,Compositae
14381,Mystacidium,Orchidaceae
14382,Mystacinus,Rhamnaceae
14383,Mystropetalon,Balanophoraceae
14384,Mystroxylon,Celastraceae
14385,Mytilaria,Hamamelidaceae
14386,Mytilopsis,Lepidoziaceae
14387,Myurella,Theliaceae
14388,Myuriopsis,Myuriaceae
14389,Myurium,Myuriaceae
14390,Myuroclada,Brachytheciaceae
14391,Myxochlamys,Zingiberaceae
14392,Myxopappus,Compositae
14393,Myxopyrum,Oleaceae
14394,Myzodendron,Misodendraceae
14395,Myzorrhiza,Orobanchaceae
14396,Myzorrhiza,Scrophulariaceae
14397,Nabaluia,Orchidaceae
14398,Nabalus,Compositae
14399,Nablonium,Compositae
14400,Nachtigalia,Nyctaginaceae
14401,Nacrea,Compositae
14402,Naegelia,Gesneriaceae
14403,Nageia,Podocarpaceae
14404,Nagelia,Rosaceae
14405,Nageliella,Orchidaceae
14406,Naiocrene,Montiaceae
14407,Najas,Hydrocharitaceae
14408,Nama,Boraginaceae
14409,Namacodon,Campanulaceae
14410,Namaquanthus,Aizoaceae
14411,Namaquanula,Amaryllidaceae
14412,Namataea,Sapindaceae
14413,Namation,Scrophulariaceae
14414,Namibia,Aizoaceae
14415,Namophila,Asparagaceae
14416,Nananthea,Compositae
14417,Nananthus,Aizoaceae
14418,Nandina,Berberidaceae
14419,Nannoglottis,Compositae
14420,Nannorrhops,Arecaceae
14421,Nannothelypteris,Thelypteridaceae
14422,Nanobryum,Fissidentaceae
14423,Nanobubon,Apiaceae
14424,Nanochilus,Zingiberaceae
14425,Nanocnide,Urticaceae
14426,Nanodea,Santalaceae
14427,Nanodes,Orchidaceae
14428,Nanomarsupella,Gymnomitriaceae
14429,Nanomitriella,Funariaceae
14430,Nanomitriopsis,Dicranaceae
14431,Nanomitrium,Ephemeraceae
14432,Nanophyton,Amaranthaceae
14433,Nanorrhinum,Plantaginaceae
14434,Nanostelma,Apocynaceae
14435,Nanothamnus,Compositae
14436,Nanothecium,Entodontaceae
14437,Nanuza,Velloziaceae
14438,Napaea,Malvaceae
14439,Napeanthus,Gesneriaceae
14440,Napoleonaea,Lecythidaceae
14441,Naravelia,Ranunculaceae
14442,Narbalia,Compositae
14443,Narcissus,Amaryllidaceae
14444,Nardia,Jungermanniaceae
14445,Nardophyllum,Compositae
14446,Nardosmia,Compositae
14447,Nardostachys,Caprifoliaceae
14448,Narduroides,Poaceae
14449,Nardus,Poaceae
14450,Naregamia,Meliaceae
14451,Nargedia,Rubiaceae
14452,Naringi,Rutaceae
14453,Narketis,Gentianaceae
14454,Narthecium,Nartheciaceae
14455,Narthex,Apiaceae
14456,Narvalina,Compositae
14457,Nasa,Loasaceae
14458,Nashia,Verbenaceae
14459,Nassauvia,Compositae
14460,Nassella,Poaceae
14461,Nastanthus,Calyceraceae
14462,Nasturtiopsis,Brassicaceae
14463,Nasturtium,Brassicaceae
14464,Nastus,Poaceae
14465,Nathaliella,Scrophulariaceae
14466,Natrix,Leguminosae
14467,Natsiatopsis,Icacinaceae
14468,Natsiatum,Icacinaceae
14469,Nauchea,Leguminosae
14470,Nauclea,Rubiaceae
14471,Naucleopsis,Moraceae
14472,Naudinia,Rutaceae
14473,Naudiniella,Melastomataceae
14474,Nauenburgia,Compositae
14475,Naufraga,Apiaceae
14476,Nauplius,Compositae
14477,Nautilocalyx,Gesneriaceae
14478,Nautonia,Apocynaceae
14479,Navajoa,Cactaceae
14480,Navarretia,Polemoniaceae
14481,Navia,Bromeliaceae
14482,Navidura,Leguminosae
14483,Navipomoea,Convolvulaceae
14484,Nayariophyton,Malvaceae
14485,Neactelis,Compositae
14486,Nealchornea,Euphorbiaceae
14487,Neamyza,Loranthaceae
14488,Neanotis,Rubiaceae
14489,Neatostema,Boraginaceae
14490,Nebelia,Bruniaceae
14491,Neblinaea,Compositae
14492,Neblinantha,Gentianaceae
14493,Neblinanthera,Melastomataceae
14494,Neblinathamnus,Rubiaceae
14495,Necepsia,Euphorbiaceae
14496,Nechamandra,Hydrocharitaceae
14497,Neckera,Neckeraceae
14498,Neckeradelphus,Neckeraceae
14499,Neckerites,Neckeraceae
14500,Neckeropsis,Neckeraceae
14501,Neckia,Ochnaceae
14502,Necramium,Melastomataceae
14503,Necranthus,Orobanchaceae
14504,Nectandra,Lauraceae
14505,Nectaropetalum,Erythroxylaceae
14506,Nectopix,Salicaceae
14507,Nectouxia,Solanaceae
14508,Neea,Nyctaginaceae
14509,Needhamia,Ericaceae
14510,Needhamiella,Ericaceae
14511,Neeopsis,Nyctaginaceae
14512,Neerija,Celastraceae
14513,Neesenbeckia,Cyperaceae
14514,Neesia,Compositae
14515,Neesia,Malvaceae
14516,Neesiella,Aytoniaceae
14517,Neesiochloa,Poaceae
14518,Neesioscyphus,Balantiopsaceae
14519,Nefrakis,Leguminosae
14520,Negretia,Leguminosae
14521,Negria,Gesneriaceae
14522,Negripteris,Pteridaceae
14523,Negundium,Sapindaceae
14524,Negundo,Sapindaceae
14525,Neillia,Rosaceae
14526,Neisosperma,Apocynaceae
14527,Neja,Compositae
14528,Nekemias,Vitaceae
14529,Nelanaregum,Melastomataceae
14530,Nelensia,Scrophulariaceae
14531,Nelia,Aizoaceae
14532,Nelmesia,Cyperaceae
14533,Nelsia,Amaranthaceae
14534,Nelsonia,Acanthaceae
14535,Neltuma,Leguminosae
14536,Nelumbo,Nelumbonaceae
14537,Nemacaulis,Polygonaceae
14538,Nemacladus,Campanulaceae
14539,Nemanthera,Convolvulaceae
14540,Nemastylis,Iridaceae
14541,Nematanthus,Gesneriaceae
14542,Nematoceras,Orchidaceae
14543,Nematocladia,Myriniaceae
14544,Nematolepis,Rutaceae
